Phylum	Group	Sum
p__Rozellomycota	arabidopsis_thaliana_Italy_soil	0.000375
p__Zoopagomycota	arabidopsis_thaliana_Italy_soil	0
Unassigned	arabidopsis_thaliana_Italy_soil	0.00190625
p__Aphelidiomycota	arabidopsis_thaliana_Italy_rhizosphere	0.000166666666666667
p__Ascomycota	arabidopsis_thaliana_Italy_rhizosphere	0.8925
p__Basidiobolomycota	arabidopsis_thaliana_Italy_rhizosphere	0
p__Basidiomycota	arabidopsis_thaliana_Italy_rhizosphere	0.0276666666666667
p__Chytridiomycota	arabidopsis_thaliana_Italy_rhizosphere	0.00266666666666667
p__Entomophthoromycota	arabidopsis_thaliana_Italy_rhizosphere	0
p__Entorrhizomycota	arabidopsis_thaliana_Italy_rhizosphere	0
p__Glomeromycota	arabidopsis_thaliana_Italy_rhizosphere	0
p__Kickxellomycota	arabidopsis_thaliana_Italy_rhizosphere	0
p__Monoblepharomycota	arabidopsis_thaliana_Italy_rhizosphere	0.000166666666666667
p__Mortierellomycota	arabidopsis_thaliana_Italy_rhizosphere	0.031
p__Mucoromycota	arabidopsis_thaliana_Italy_rhizosphere	0.000166666666666667
p__Olpidiomycota	arabidopsis_thaliana_Italy_rhizosphere	0.0301666666666667
p__Rozellomycota	arabidopsis_thaliana_Italy_rhizosphere	0.00116666666666667
p__Zoopagomycota	arabidopsis_thaliana_Italy_rhizosphere	0
Unassigned	arabidopsis_thaliana_Italy_rhizosphere	0.0143333333333333
p__Aphelidiomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Ascomycota	arabidopsis_thaliana_Italy_rhizoplane	0.53975
p__Basidiobolomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Basidiomycota	arabidopsis_thaliana_Italy_rhizoplane	0.0475
p__Chytridiomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Entomophthoromycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Entorrhizomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Glomeromycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Kickxellomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Monoblepharomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Mortierellomycota	arabidopsis_thaliana_Italy_rhizoplane	0.01325
p__Mucoromycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Olpidiomycota	arabidopsis_thaliana_Italy_rhizoplane	0.395
p__Rozellomycota	arabidopsis_thaliana_Italy_rhizoplane	0
p__Zoopagomycota	arabidopsis_thaliana_Italy_rhizoplane	0
Unassigned	arabidopsis_thaliana_Italy_rhizoplane	0.0045
p__Aphelidiomycota	arabidopsis_thaliana_Italy_root	0
p__Ascomycota	arabidopsis_thaliana_Italy_root	0.53325
p__Basidiobolomycota	arabidopsis_thaliana_Italy_root	0
p__Basidiomycota	arabidopsis_thaliana_Italy_root	0.46675
p__Chytridiomycota	arabidopsis_thaliana_Italy_root	0
p__Entomophthoromycota	arabidopsis_thaliana_Italy_root	0
p__Entorrhizomycota	arabidopsis_thaliana_Italy_root	0
p__Glomeromycota	arabidopsis_thaliana_Italy_root	0
p__Kickxellomycota	arabidopsis_thaliana_Italy_root	0
p__Monoblepharomycota	arabidopsis_thaliana_Italy_root	0
p__Mortierellomycota	arabidopsis_thaliana_Italy_root	0
p__Mucoromycota	arabidopsis_thaliana_Italy_root	0
p__Olpidiomycota	arabidopsis_thaliana_Italy_root	0
p__Rozellomycota	arabidopsis_thaliana_Italy_root	0
p__Zoopagomycota	arabidopsis_thaliana_Italy_root	0
Unassigned	arabidopsis_thaliana_Italy_root	0
p__Aphelidiomycota	lotus_japonicus_CAS_soil	0
p__Ascomycota	lotus_japonicus_CAS_soil	0.514575
p__Basidiobolomycota	lotus_japonicus_CAS_soil	0.000625
p__Basidiomycota	lotus_japonicus_CAS_soil	0.08515
p__Chytridiomycota	lotus_japonicus_CAS_soil	0.0108
p__Entomophthoromycota	lotus_japonicus_CAS_soil	0
p__Entorrhizomycota	lotus_japonicus_CAS_soil	0
p__Glomeromycota	lotus_japonicus_CAS_soil	0.014025
p__Kickxellomycota	lotus_japonicus_CAS_soil	0.00295
p__Monoblepharomycota	lotus_japonicus_CAS_soil	0
p__Mortierellomycota	lotus_japonicus_CAS_soil	0.3519
p__Mucoromycota	lotus_japonicus_CAS_soil	0.000225
p__Olpidiomycota	lotus_japonicus_CAS_soil	0.001075
p__Rozellomycota	lotus_japonicus_CAS_soil	0.000625
p__Zoopagomycota	lotus_japonicus_CAS_soil	0
Unassigned	lotus_japonicus_CAS_soil	0.01805
p__Aphelidiomycota	lotus_japonicus_CAS_root	0
p__Ascomycota	lotus_japonicus_CAS_root	0.589955128205128
p__Basidiobolomycota	lotus_japonicus_CAS_root	0
p__Basidiomycota	lotus_japonicus_CAS_root	0.162173076923077
p__Chytridiomycota	lotus_japonicus_CAS_root	0.000262820512820513
p__Entomophthoromycota	lotus_japonicus_CAS_root	0
p__Entorrhizomycota	lotus_japonicus_CAS_root	0
p__Glomeromycota	lotus_japonicus_CAS_root	0.189647435897436
p__Kickxellomycota	lotus_japonicus_CAS_root	5.76923076923077e-05
p__Monoblepharomycota	lotus_japonicus_CAS_root	0
p__Mortierellomycota	lotus_japonicus_CAS_root	0.00426923076923077
p__Mucoromycota	lotus_japonicus_CAS_root	6.41025641025641e-06
p__Olpidiomycota	lotus_japonicus_CAS_root	0.0218205128205128
p__Rozellomycota	lotus_japonicus_CAS_root	0
p__Zoopagomycota	lotus_japonicus_CAS_root	0
Unassigned	lotus_japonicus_CAS_root	0.0318076923076923
p__Aphelidiomycota	lotus_japonicus_CAS_rhizosphere	0
p__Ascomycota	lotus_japonicus_CAS_rhizosphere	0.804528409090909
p__Basidiobolomycota	lotus_japonicus_CAS_rhizosphere	0.000181818181818182
p__Basidiomycota	lotus_japonicus_CAS_rhizosphere	0.0849431818181818
p__Chytridiomycota	lotus_japonicus_CAS_rhizosphere	0.00488636363636364
p__Entomophthoromycota	lotus_japonicus_CAS_rhizosphere	0
p__Entorrhizomycota	lotus_japonicus_CAS_rhizosphere	0
p__Glomeromycota	lotus_japonicus_CAS_rhizosphere	0.0237045454545455
p__Kickxellomycota	lotus_japonicus_CAS_rhizosphere	0.000267045454545455
p__Monoblepharomycota	lotus_japonicus_CAS_rhizosphere	0
p__Mortierellomycota	lotus_japonicus_CAS_rhizosphere	0.0405284090909091
p__Mucoromycota	lotus_japonicus_CAS_rhizosphere	0.000210227272727273
p__Olpidiomycota	lotus_japonicus_CAS_rhizosphere	0.0108977272727273
p__Rozellomycota	lotus_japonicus_CAS_rhizosphere	3.40909090909091e-05
p__Zoopagomycota	lotus_japonicus_CAS_rhizosphere	0
Unassigned	lotus_japonicus_CAS_rhizosphere	0.0298181818181818
