ID	Exemplar	Cluster	Cluster_size
ASV_444	ASV_135	26	46
ASV_513	ASV_135	26	46
ASV_650	ASV_135	26	46
ASV_697	ASV_135	26	46
ASV_768	ASV_135	26	46
ASV_780	ASV_135	26	46
ASV_886	ASV_135	26	46
ASV_1058	ASV_135	26	46
ASV_1066	ASV_135	26	46
ASV_1084	ASV_135	26	46
ASV_1085	ASV_135	26	46
ASV_1092	ASV_135	26	46
ASV_1098	ASV_135	26	46
ASV_1106	ASV_135	26	46
ASV_1131	ASV_135	26	46
ASV_1177	ASV_135	26	46
ASV_1224	ASV_135	26	46
ASV_1268	ASV_135	26	46
ASV_1307	ASV_135	26	46
ASV_1314	ASV_135	26	46
ASV_1329	ASV_135	26	46
ASV_1379	ASV_135	26	46
ASV_1443	ASV_135	26	46
ASV_1450	ASV_135	26	46
ASV_1502	ASV_135	26	46
ASV_1569	ASV_135	26	46
ASV_1638	ASV_135	26	46
ASV_1872	ASV_135	26	46
ASV_1935	ASV_135	26	46
ASV_1985	ASV_135	26	46
ASV_2052	ASV_135	26	46
ASV_2087	ASV_135	26	46
ASV_2143	ASV_135	26	46
ASV_2341	ASV_135	26	46
ASV_2556	ASV_135	26	46
ASV_2594	ASV_135	26	46
ASV_2702	ASV_135	26	46
ASV_141	ASV_150	27	8
ASV_150	ASV_150	27	8
ASV_423	ASV_150	27	8
ASV_1222	ASV_150	27	8
ASV_1543	ASV_150	27	8
ASV_1639	ASV_150	27	8
ASV_1773	ASV_150	27	8
ASV_2077	ASV_150	27	8
ASV_165	ASV_165	28	11
ASV_246	ASV_165	28	11
ASV_429	ASV_165	28	11
ASV_837	ASV_165	28	11
ASV_842	ASV_165	28	11
ASV_884	ASV_165	28	11
ASV_920	ASV_165	28	11
ASV_1478	ASV_165	28	11
ASV_1523	ASV_165	28	11
ASV_1734	ASV_165	28	11
ASV_1993	ASV_165	28	11
ASV_106	ASV_182	29	20
ASV_182	ASV_182	29	20
ASV_187	ASV_182	29	20
ASV_239	ASV_182	29	20
ASV_277	ASV_182	29	20
ASV_310	ASV_182	29	20
ASV_522	ASV_182	29	20
