Sample_ID	ASV_num	Shannon	Simpson	Inv_simpson
bgh_2017_00001	226.318318318318	4.57503270911273	0.977280630630631	44.2569006593248
bgh_2017_00010	297.512512512513	5.01802363999168	0.985527299299299	69.5208434540436
bgh_2017_00011	231.860860860861	4.7230529087114	0.982294610610611	56.7699272325668
bgh_2017_00012	305.204204204204	5.12931402494313	0.988704906906907	89.027137968125
bgh_2017_00013	252.216216216216	4.84077336965379	0.984487079079079	64.7920695845079
bgh_2017_00014	223.289289289289	4.65592931417559	0.98198607007007	55.7331819963748
bgh_2017_00015	192.485485485485	4.27572420770494	0.968582454454454	31.96322547952
bgh_2017_00016	312.069069069069	4.95884169397639	0.979186730730731	48.5841673535149
bgh_2017_00017	189.587587587588	4.43490920853044	0.978606098098098	46.9117246161818
bgh_2017_00018	315.557557557558	4.98276363080044	0.981503663663664	54.5812987909403
bgh_2017_00019	234.927927927928	4.66708229626626	0.980684256256256	52.0430802012172
bgh_2017_00002	317.463463463463	4.85669645641573	0.973153067067067	37.6031677258412
bgh_2017_00020	340.92992992993	5.20568090834805	0.987363523523524	79.8711093663291
bgh_2017_00021	248.900900900901	4.80771504975923	0.984084334334334	63.1550457773146
bgh_2017_00022	318.399399399399	4.94355062355966	0.976368496496496	42.8060132445617
bgh_2017_00023	232.854854854855	4.70484518702476	0.982552018018018	57.5785970052237
bgh_2017_00024	356.45045045045	5.39514125874603	0.992311033033033	130.621220764162
bgh_2017_00025	230.45045045045	4.43760634631558	0.962792238238238	27.1178089939208
bgh_2017_00026	351.305305305305	5.19083709269765	0.986095305305305	72.5185974871096
bgh_2017_00027	263.284284284284	4.91212987867856	0.986641191191191	75.2053085062175
bgh_2017_00028	263.548548548549	4.90354957909515	0.986742952952953	75.7283446512876
bgh_2017_00003	240.84984984985	4.72005163489997	0.980218078078078	50.8760992687881
bgh_2017_00004	292.542542542543	4.87913484171344	0.979536842842843	49.2977355426562
bgh_2017_00005	198.596596596597	4.47437605742073	0.977989983983984	45.614853800033
bgh_2017_00006	329.796796796797	5.22770914402066	0.989206644644645	93.3129293025808
bgh_2017_00007	174.315315315315	4.25210595573912	0.969525205205205	33.0173924119313
bgh_2017_00008	277.758758758759	4.76195173465871	0.977049961961962	43.9167420530068
bgh_2017_00009	187.172172172172	4.36203670527313	0.974419323323323	39.2766277833781
bourceret_2016_00001	379.918918918919	5.57572348155618	0.994476396396396	181.605465067991
bourceret_2016_00002	390.532532532533	5.62640759989825	0.994864168168168	195.234517031553
bourceret_2016_00003	382.066066066066	5.56926094152967	0.99437963963964	178.447054403771
bourceret_2016_00004	282.279279279279	5.07659068062739	0.98888635035035	90.4153443517866
bourceret_2016_00005	342.536536536537	5.35287078929369	0.991663853853854	120.632234717258
bourceret_2016_00010	331.733733733734	5.04960047243237	0.977077515515515	44.206958574172
bourceret_2016_00019	322.773773773774	4.99191349327332	0.976444182182182	42.9252099840042
bourceret_2016_00020	311.514514514515	5.09926897223466	0.985744746746747	70.8688785996901
bourceret_2016_00021	256.252252252252	4.40730565723517	0.938086804804805	16.3058598521701
bourceret_2016_00022	303.046046046046	4.80547386523308	0.962733665665666	27.1735762971507
bourceret_2016_00023	337.075075075075	5.22599326478891	0.985670004004004	70.7121929914402
bourceret_2016_00024	332.548548548549	5.12617890728468	0.981459345345345	54.6806143046795
bourceret_2016_00025	287.294294294294	4.75015350904436	0.963528084084084	27.743993259788
bourceret_2016_00026	333.365365365365	5.11779950772354	0.981734964964965	55.4462298627227
bourceret_2016_00027	248.048048048048	4.77680548930148	0.981110452452452	53.3558340555813
bourceret_2016_00028	322.504504504504	5.13364585771315	0.984135655655656	63.8116774555254
bourceret_2016_00011	279.822822822823	4.93624964407195	0.985596256256256	69.8307014146345
bourceret_2016_00029	352.824824824825	5.19765074592226	0.979461575575576	49.4398661504846
bourceret_2016_00030	316.622622622623	5.08244352779665	0.981105841841842	53.6529207033193
bourceret_2016_00031	272.052052052052	4.71937702873455	0.972856054054054	37.1789455923769
bourceret_2016_00032	301.7997997998	5.04782490937729	0.984874614614615	66.6160206717141
bourceret_2016_00033	317.717717717718	5.24834431166933	0.990111563563564	101.807201649375
bourceret_2016_00012	315.602602602603	4.98372750251371	0.979012174174174	48.1708910938998
bourceret_2016_00013	315.078078078078	5.07054864990667	0.983349681681682	60.7520939147843
bourceret_2016_00014	344.022022022022	5.2220280344445	0.984676702702703	66.1214232373304
bourceret_2016_00015	310.321321321321	5.01791947519126	0.979104648648649	48.4923607760924
bourceret_2016_00016	271.688688688689	4.83882208337712	0.979955687687688	50.2857772862242
bourceret_2016_00017	297.957957957958	5.09869483074197	0.984447085085085	65.101668027453
bourceret_2016_00018	302.755755755756	5.14430143688777	0.986576176176176	75.3055812087492
bourceret_2016_00071	178.902902902903	4.33543944189069	0.974376734734735	39.1714034750963
bourceret_2016_00083	158.668668668669	4.02893288128837	0.963936796796797	27.8394485887367
bourceret_2016_00084	192.199199199199	4.3021764566095	0.971776808808809	35.5858050245355
bourceret_2016_00085	172.423423423423	4.099705543185	0.966029251251251	29.5322225923765
bourceret_2016_00086	162.262262262262	4.04315068182732	0.963996790790791	27.8661280420046
bourceret_2016_00087	183.795795795796	4.25783376743382	0.971727325325325	35.5052411482953
bourceret_2016_00088	151.056056056056	4.15714753709056	0.972006804804805	35.8394202877452
bourceret_2016_00089	177.158158158158	4.26091137176601	0.974319863863864	39.0520066607003
bourceret_2016_00072	107.663663663664	3.48472633655383	0.926125711711712	13.6039692060181
