Sample_ID	Original.SampleID	Study	Host.Species	Host.Genotype	Compartment	Soil	Soil.Batch	Run	Conditions	Date
masayoshi_2016_00164	natcom.1611.cas10.48	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00165	natcom.1611.cas10.49	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00122	natcom.1611.cas10.5	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00166	natcom.1611.cas10.50	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00167	natcom.1611.cas10.51	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00168	natcom.1611.cas10.52	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00169	natcom.1611.cas10.53	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00170	natcom.1611.cas10.54	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00171	natcom.1611.cas10.55	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00172	natcom.1611.cas10.56	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00173	natcom.1611.cas10.57	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00175	natcom.1611.cas10.59	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00123	natcom.1611.cas10.6	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00176	natcom.1611.cas10.60	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00177	natcom.1611.cas10.61	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00178	natcom.1611.cas10.62	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00124	natcom.1611.cas10.7	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
masayoshi_2016_00125	natcom.1611.cas10.9	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016
nakano_2016_00022	pro01.22	nakano_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00023	pro01.23	nakano_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00024	pro01.24	nakano_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00025	pro01.25	nakano_2016	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00026	pro01.26	nakano_2016	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00027	pro01.27	nakano_2016	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00028	pro01.28	nakano_2016	arabidopsis_thaliana	nai2-2	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00029	pro01.29	nakano_2016	arabidopsis_thaliana	nai2-2	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00030	pro01.30	nakano_2016	arabidopsis_thaliana	nai2-2	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00031	pro01.31	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00032	pro01.32	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00033	pro01.33	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00034	pro01.34	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00035	pro01.35	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00036	pro01.36	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00037	pro01.37	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00038	pro01.38	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00039	pro01.39	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00040	pro01.40	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00041	pro01.41	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00042	pro01.42	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizosphere	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00043	pro01.43	nakano_2016	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00044	pro01.44	nakano_2016	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00045	pro01.45	nakano_2016	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00046	pro01.46	nakano_2016	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00047	pro01.47	nakano_2016	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00048	pro01.48	nakano_2016	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00049	pro01.49	nakano_2016	arabidopsis_thaliana	nai2-2	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00050	pro01.50	nakano_2016	arabidopsis_thaliana	nai2-2	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00051	pro01.51	nakano_2016	arabidopsis_thaliana	nai2-2	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00052	pro01.52	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00053	pro01.53	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00054	pro01.54	nakano_2016	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00055	pro01.55	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00056	pro01.56	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00057	pro01.57	nakano_2016	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00058	pro01.58	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00059	pro01.59	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00060	pro01.60	nakano_2016	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00061	pro01.61	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00062	pro01.62	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00063	pro01.63	nakano_2016	arabidopsis_thaliana	bhlh04/05/06	rhizoplane	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00064	pro01.64	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00065	pro01.65	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00066	pro01.66	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_11a	nakano_2016_001	GH	Nov_2015
nakano_2016_00091	pro01.91	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_8_9	nakano_2016_001	GH	Fall_2012
nakano_2016_00092	pro01.92	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_8_9	nakano_2016_001	GH	Fall_2012
nakano_2016_00093	pro01.93	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_8_9	nakano_2016_001	GH	Fall_2012
nakano_2016_00094	pro01.94	nakano_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS_8_9	nakano_2016_001	GH	Fall_2012
nakano_2019_00067	pro3.0S1	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00068	pro3.0S2	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00069	pro3.0S3	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00070	pro3.0S4	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00071	pro3.0S5	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00097	pro3.418RP1	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00098	pro3.418RP2	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00099	pro3.418RP3	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00100	pro3.418RP4	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00101	pro3.418RP5	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00122	pro3.418RS1	nakano_2019	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00123	pro3.418RS2	nakano_2019	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00124	pro3.418RS3	nakano_2019	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00125	pro3.418RS4	nakano_2019	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00126	pro3.418RS5	nakano_2019	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00102	pro3.442RP1	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00103	pro3.442RP2	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00105	pro3.442RP4	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00106	pro3.442RP5	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00127	pro3.442RS1	nakano_2019	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00128	pro3.442RS2	nakano_2019	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00129	pro3.442RS3	nakano_2019	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00130	pro3.442RS4	nakano_2019	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00131	pro3.442RS5	nakano_2019	arabidopsis_thaliana	nai1-1	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00107	pro3.444RP1	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00108	pro3.444RP2	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00109	pro3.444RP3	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00110	pro3.444RP4	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00111	pro3.444RP5	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00132	pro3.444RS1	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00133	pro3.444RS2	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00134	pro3.444RS3	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00135	pro3.444RS4	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00136	pro3.444RS5	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00114	pro3.446RP3	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00137	pro3.446RS1	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00138	pro3.446RS2	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00139	pro3.446RS3	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00140	pro3.446RS4	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00141	pro3.446RS5	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00117	pro3.448RP1	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00119	pro3.448RP3	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00120	pro3.448RP4	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00121	pro3.448RP5	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00142	pro3.448RS1	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00143	pro3.448RS2	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00144	pro3.448RS3	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00145	pro3.448RS4	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00146	pro3.448RS5	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizosphere	CAS	CAS11	nakano_2019_003	GH	12_2018
nakano_2019_00452	pro20.0S1	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00453	pro20.0S2	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00454	pro20.0S3	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00455	pro20.0S4	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00456	pro20.0S5	nakano_2019	arabidopsis_thaliana	host_soil	soil	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00447	pro20.559RP1	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00448	pro20.559RP2	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00451	pro20.559RP5	nakano_2019	arabidopsis_thaliana	pyk10bglu21	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00427	pro20.561RP1	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00428	pro20.561RP2	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00429	pro20.561RP3	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00430	pro20.561RP4	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00431	pro20.561RP5	nakano_2019	arabidopsis_thaliana	nai1-1	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00437	pro20.563RP1	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00438	pro20.563RP2	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00439	pro20.563RP3	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00440	pro20.563RP4	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00441	pro20.563RP5	nakano_2019	arabidopsis_thaliana	cyp79b2b3	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00432	pro20.564RP1	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00433	pro20.564RP2	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00434	pro20.564RP3	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00435	pro20.564RP4	nakano_2019	arabidopsis_thaliana	col_0	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00442	pro20.567RP1	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00443	pro20.567RP2	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00444	pro20.567RP3	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00445	pro20.567RP4	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
nakano_2019_00446	pro20.567RP5	nakano_2019	arabidopsis_thaliana	myb34/51/122	rhizoplane	CAS	CAS13	nakano_2019_209	GH	10_2019
wippel_2020_00001	At1	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00010	At10	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00025	At10R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00011	At11	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00026	At11R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00012	At12	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00027	At12R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00013	At13	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00028	At13R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00014	At14	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00029	At14R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00015	At15	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00030	At15R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00016	At1R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00002	At2	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00017	At2R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00003	At3	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00018	At3R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00004	At4	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00019	At4R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00005	At5	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00020	At5R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00006	At6	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00021	At6R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00007	At7	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00022	At7R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00008	At8	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00023	At8R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00009	At9	wippel_2020	arabidopsis_thaliana	col_0	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00024	At9R	wippel_2020	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00031	Lj1	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00040	Lj10	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00053	Lj10R	wippel_2020	lotus_japonicus	gifu	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00041	Lj11	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00054	Lj11R	wippel_2020	lotus_japonicus	gifu	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00042	Lj12	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00055	Lj12R	wippel_2020	lotus_japonicus	gifu	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00043	Lj13	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00056	Lj13R	wippel_2020	lotus_japonicus	gifu	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00044	Lj1R	wippel_2020	lotus_japonicus	gifu	rhizosphere	CAS	CAS15	wippel_2020	GH	09_2020
wippel_2020_00032	Lj2	wippel_2020	lotus_japonicus	gifu	root	CAS	CAS15	wippel_2020	GH	09_2020
