Sample_ID	ASV_num	Shannon	Simpson	Inv_simpson
bourceret_2016_00001	126.315315315315	3.96703914129565	0.958034488488488	23.972330236422
bourceret_2016_00002	134.328328328328	4.27371618506718	0.977497985985986	44.5764420198911
bourceret_2016_00003	118.468468468468	3.99056992345028	0.970654990990991	34.1491031358458
bourceret_2016_00004	95.8698698698699	3.81093270829054	0.967090950950951	30.4492142333171
bourceret_2016_00005	125.258258258258	4.10026293657983	0.973248372372372	37.4808871109004
bourceret_2016_00010	86.9159159159159	2.74941401284483	0.784976794794795	4.66964479346956
bourceret_2016_00019	86.1071071071071	3.2181673292559	0.906580396396396	10.7540383272804
bourceret_2016_00020	94.4454454454454	3.26387847212742	0.897617337337337	9.81518958407226
bourceret_2016_00021	80.7237237237237	2.65027519258204	0.795860774774775	4.91648474521148
bourceret_2016_00022	91.5875875875876	2.99060166597699	0.840967375375375	6.32025038740274
bourceret_2016_00023	97.961961961962	3.53224316796752	0.928070734734735	13.9896609993621
bourceret_2016_00024	100.141141141141	3.53521151597825	0.941896536536536	17.2761941929208
bourceret_2016_00025	80.3083083083083	2.99163483450975	0.893187623623624	9.39115448973689
bourceret_2016_00026	80.5585585585586	2.78109732294723	0.862061249249249	7.26750572624044
bourceret_2016_00027	66.956956956957	2.099524836941	0.622436870870871	2.65537738786686
bourceret_2016_00028	104.375375375375	3.34969616410016	0.882900324324324	8.59135620912715
bourceret_2016_00011	84.2522522522522	2.91888938081833	0.826978182182182	5.80762026135355
bourceret_2016_00029	93.998998998999	2.96228295492227	0.819894966966967	5.57756510800649
bourceret_2016_00030	85.7217217217217	2.65441843185787	0.767735327327327	4.3210031164241
bourceret_2016_00031	103.886886886887	3.82015332486029	0.963774644644645	27.6913754237216
bourceret_2016_00032	114.823823823824	3.8250464620551	0.9622655995996	26.576669787188
bourceret_2016_00033	93.7777777777778	3.57680230541778	0.952947637637638	21.301734011223
bourceret_2016_00012	83.6646646646647	3.07485476353554	0.870870052052052	7.78396897388442
bourceret_2016_00013	85.032032032032	2.80851847297209	0.808084202202202	5.23296320242451
bourceret_2016_00014	98.1841841841842	2.91804153977017	0.807705171171171	5.22515804217993
bourceret_2016_00015	93.051051051051	2.72151653173211	0.768495459459459	4.33534089664859
