Kingdom	Phylum	Class	Order	Family	Genus	node
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	ASV_1816
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	ASV_1817
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	ASV_1818
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_1819
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ASV_1825
Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	ASV_1828
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1830
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	ASV_1831
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_1832
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	ASV_1833
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	ASV_1838
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	ASV_1839
Bacteria	Actinobacteriota	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	ASV_1841
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter	ASV_1842
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_1844
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	ASV_1845
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	ASV_1847
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1849
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	ASV_1853
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_1857
Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	ASV_1861
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	ASV_1863
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	ASV_1865
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	ASV_1866
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	ASV_1867
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	ASV_1868
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	ASV_1869
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_1870
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	ASV_1871
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	ASV_1872
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	ASV_1873
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ASV_1877
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_1881
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1882
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	ASV_1885
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_1887
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_1889
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	ASV_1890
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ASV_1892
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	ASV_1894
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	ASV_1896
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	ASV_1899
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_1902
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_1906
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	ASV_1907
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_1910
Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ASV_1911
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_1912
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	ASV_1914
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_1915
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	ASV_1917
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	ASV_1918
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	ASV_1923
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_1925
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	ASV_1927
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	ASV_1930
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_1931
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_1932
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_1933
Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	ASV_1934
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_1935
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA	ASV_1937
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_1939
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	ASV_1940
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ASV_1943
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	ASV_1944
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1945
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_1947
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	ASV_1949
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_1951
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	ASV_1952
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	ASV_1953
Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ASV_1956
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA	ASV_1960
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ASV_1962
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	ASV_1963
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_1964
Bacteria	Proteobacteria	Gammaproteobacteria	211ds20	NA	NA	ASV_1965
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1970
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_1973
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_1974
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	ASV_1975
Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	ASV_1978
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	ASV_1979
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	ASV_1980
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_1981
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	ASV_1982
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	ASV_1984
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	ASV_1985
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	ASV_1986
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_1988
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	ASV_1989
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_1990
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	ASV_1991
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	ASV_1992
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ASV_1993
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ASV_1997
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	ASV_1998
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	ASV_2002
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	ASV_2003
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	ASV_2005
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	ASV_2008
Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	ASV_2009
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	ASV_2015
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	ASV_2022
Bacteria	Acidobacteriota	Subgroup_5	NA	NA	NA	ASV_2025
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2027
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2029
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ASV_2034
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2035
Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes_VC2.1_Bac22	NA	NA	ASV_2038
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	ASV_2039
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ASV_2040
Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	ASV_2041
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_2042
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2048
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	ASV_2050
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_2051
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	ASV_2052
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_2056
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	ASV_2057
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2058
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	ASV_2060
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_2065
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_2067
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	ASV_2068
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2069
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	ASV_2070
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	ASV_2073
Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	ASV_2075
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	ASV_2076
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	ASV_2077
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2087
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	ASV_2090
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	ASV_2092
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2094
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2099
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ASV_2109
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	ASV_2114
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA	ASV_2116
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ASV_2117
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	ASV_2119
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	ASV_2121
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2123
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2126
Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA	ASV_2127
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	ASV_2141
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	ASV_2143
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	ASV_2147
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	ASV_2148
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2154
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_2155
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ASV_2157
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	ASV_2161
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ASV_2166
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ASV_2168
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	ASV_2169
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2170
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	ASV_2171
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ASV_2172
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	ASV_2174
Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	ASV_2175
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2178
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2180
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	ASV_2181
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_2184
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	ASV_2185
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	ASV_2186
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	ASV_2187
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2189
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	ASV_2191
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2200
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ASV_2209
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ASV_2210
Bacteria	Myxococcota	bacteriap25	NA	NA	NA	ASV_2213
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	ASV_2214
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	ASV_2218
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2220
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	ASV_2224
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	ASV_2225
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ASV_2232
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	ASV_2233
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	ASV_2234
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	ASV_2243
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ASV_2244
Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	ASV_2251
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	NA	ASV_2258
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	ASV_2260
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV_2262
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2263
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_2267
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	ASV_2276
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	NA	ASV_2279
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	ASV_2283
Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	ASV_2288
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	ASV_2291
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	ASV_2300
Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	ASV_2302
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	ASV_2304
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ASV_2306
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2307
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	ASV_2309
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2319
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	ASV_2322
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	ASV_2326
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	ASV_2327
Bacteria	Acidobacteriota	Subgroup_22	NA	NA	NA	ASV_2331
Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	ASV_2337
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	ASV_2340
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2341
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	NA	ASV_2348
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ASV_2351
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	ASV_2353
Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	ASV_2354
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2355
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ASV_2356
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ASV_2358
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	ASV_2360
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	ASV_2362
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2364
Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	ASV_2368
Bacteria	Chloroflexi	NA	NA	NA	NA	ASV_2370
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	ASV_2371
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	ASV_2372
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	ASV_2375
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2376
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	ASV_2380
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	ASV_2382
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ASV_2384
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	ASV_2385
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	ASV_2393
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	ASV_2394
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	ASV_2396
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	ASV_2403
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	ASV_2404
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ASV_2410
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	ASV_2413
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ASV_2415
Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	ASV_2416
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	ASV_2421
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	ASV_2422
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2427
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	ASV_2434
Bacteria	Firmicutes	Clostridia	Clostridia_or	Gracilibacteraceae	Lutispora	ASV_2436
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	ASV_2440
Bacteria	Acidobacteriota	Subgroup_22	NA	NA	NA	ASV_2441
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	ASV_2442
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	ASV_2453
Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	ASV_2464
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	ASV_2466
Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ASV_2470
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	ASV_2471
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	ASV_2479
Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	ASV_2482
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	ASV_2486
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ASV_2489
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	ASV_2490
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	ASV_2495
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI_cluster	ASV_2497
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	ASV_2499
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	ASV_2503
Bacteria	Chloroflexi	TK10	NA	NA	NA	ASV_2505
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	ASV_2508
