ID	Exemplar	Cluster	Cluster_size
ASV_106	ASV_182	36	39
ASV_125	ASV_182	36	39
ASV_130	ASV_182	36	39
ASV_182	ASV_182	36	39
ASV_187	ASV_182	36	39
ASV_239	ASV_182	36	39
ASV_277	ASV_182	36	39
ASV_310	ASV_182	36	39
ASV_320	ASV_182	36	39
ASV_334	ASV_182	36	39
ASV_520	ASV_182	36	39
ASV_525	ASV_182	36	39
ASV_540	ASV_182	36	39
ASV_546	ASV_182	36	39
ASV_588	ASV_182	36	39
ASV_606	ASV_182	36	39
ASV_638	ASV_182	36	39
ASV_649	ASV_182	36	39
ASV_785	ASV_182	36	39
ASV_814	ASV_182	36	39
ASV_821	ASV_182	36	39
ASV_846	ASV_182	36	39
ASV_880	ASV_182	36	39
ASV_887	ASV_182	36	39
ASV_991	ASV_182	36	39
ASV_1012	ASV_182	36	39
ASV_1017	ASV_182	36	39
ASV_1036	ASV_182	36	39
ASV_1116	ASV_182	36	39
ASV_1313	ASV_182	36	39
ASV_1331	ASV_182	36	39
ASV_1471	ASV_182	36	39
ASV_1489	ASV_182	36	39
ASV_1498	ASV_182	36	39
ASV_1791	ASV_182	36	39
ASV_1800	ASV_182	36	39
ASV_193	ASV_193	37	21
ASV_258	ASV_193	37	21
ASV_316	ASV_193	37	21
ASV_323	ASV_193	37	21
ASV_661	ASV_193	37	21
ASV_895	ASV_193	37	21
ASV_1000	ASV_193	37	21
ASV_1322	ASV_193	37	21
ASV_1409	ASV_193	37	21
ASV_1451	ASV_193	37	21
ASV_1927	ASV_193	37	21
ASV_1981	ASV_193	37	21
ASV_1992	ASV_193	37	21
ASV_2008	ASV_193	37	21
ASV_2015	ASV_193	37	21
ASV_2263	ASV_193	37	21
ASV_2372	ASV_193	37	21
ASV_2567	ASV_193	37	21
ASV_2671	ASV_193	37	21
ASV_3015	ASV_193	37	21
ASV_3824	ASV_193	37	21
ASV_212	ASV_212	38	38
ASV_393	ASV_212	38	38
ASV_550	ASV_212	38	38
ASV_619	ASV_212	38	38
ASV_675	ASV_212	38	38
ASV_791	ASV_212	38	38
ASV_896	ASV_212	38	38
ASV_926	ASV_212	38	38
ASV_929	ASV_212	38	38
ASV_999	ASV_212	38	38
ASV_1084	ASV_212	38	38
ASV_1134	ASV_212	38	38
ASV_1179	ASV_212	38	38
ASV_1239	ASV_212	38	38
ASV_1484	ASV_212	38	38
ASV_1553	ASV_212	38	38
ASV_1612	ASV_212	38	38
ASV_1631	ASV_212	38	38
ASV_1655	ASV_212	38	38
ASV_1657	ASV_212	38	38
ASV_1715	ASV_212	38	38
ASV_1765	ASV_212	38	38
ASV_1905	ASV_212	38	38
ASV_1949	ASV_212	38	38
ASV_2002	ASV_212	38	38
ASV_2117	ASV_212	38	38
ASV_2141	ASV_212	38	38
ASV_2260	ASV_212	38	38
ASV_2403	ASV_212	38	38
ASV_2525	ASV_212	38	38
ASV_2576	ASV_212	38	38
ASV_2939	ASV_212	38	38
ASV_2991	ASV_212	38	38
ASV_3401	ASV_212	38	38
ASV_3451	ASV_212	38	38
ASV_3987	ASV_212	38	38
ASV_4231	ASV_212	38	38
ASV_4434	ASV_212	38	38
ASV_217	ASV_217	39	3
ASV_1466	ASV_217	39	3
ASV_3489	ASV_217	39	3
ASV_225	ASV_225	40	8
ASV_452	ASV_225	40	8
ASV_770	ASV_225	40	8
ASV_782	ASV_225	40	8
ASV_793	ASV_225	40	8
ASV_1020	ASV_225	40	8
ASV_1278	ASV_225	40	8
ASV_1812	ASV_225	40	8
ASV_230	ASV_230	41	29
ASV_294	ASV_230	41	29
ASV_350	ASV_230	41	29
ASV_355	ASV_230	41	29
ASV_430	ASV_230	41	29
ASV_472	ASV_230	41	29
ASV_680	ASV_230	41	29
ASV_730	ASV_230	41	29
ASV_740	ASV_230	41	29
ASV_950	ASV_230	41	29
ASV_957	ASV_230	41	29
ASV_958	ASV_230	41	29
ASV_1037	ASV_230	41	29
ASV_1064	ASV_230	41	29
ASV_1109	ASV_230	41	29
ASV_1581	ASV_230	41	29
ASV_1833	ASV_230	41	29
ASV_1932	ASV_230	41	29
ASV_1956	ASV_230	41	29
ASV_2071	ASV_230	41	29
ASV_2106	ASV_230	41	29
ASV_2220	ASV_230	41	29
ASV_2319	ASV_230	41	29
ASV_2325	ASV_230	41	29
ASV_2422	ASV_230	41	29
ASV_2521	ASV_230	41	29
ASV_2614	ASV_230	41	29
ASV_2719	ASV_230	41	29
ASV_3032	ASV_230	41	29
ASV_95	ASV_231	42	27
ASV_102	ASV_231	42	27
ASV_159	ASV_231	42	27
ASV_195	ASV_231	42	27
ASV_229	ASV_231	42	27
ASV_231	ASV_231	42	27
ASV_260	ASV_231	42	27
ASV_374	ASV_231	42	27
ASV_396	ASV_231	42	27
ASV_445	ASV_231	42	27
ASV_448	ASV_231	42	27
ASV_493	ASV_231	42	27
ASV_532	ASV_231	42	27
ASV_600	ASV_231	42	27
ASV_673	ASV_231	42	27
ASV_755	ASV_231	42	27
ASV_1100	ASV_231	42	27
ASV_1118	ASV_231	42	27
ASV_1120	ASV_231	42	27
ASV_1181	ASV_231	42	27
ASV_1193	ASV_231	42	27
ASV_1207	ASV_231	42	27
ASV_1755	ASV_231	42	27
ASV_1788	ASV_231	42	27
ASV_1806	ASV_231	42	27
ASV_2077	ASV_231	42	27
ASV_2471	ASV_231	42	27
ASV_248	ASV_248	43	18
ASV_513	ASV_248	43	18
ASV_631	ASV_248	43	18
ASV_713	ASV_248	43	18
ASV_861	ASV_248	43	18
ASV_1147	ASV_248	43	18
ASV_1209	ASV_248	43	18
ASV_1693	ASV_248	43	18
ASV_1778	ASV_248	43	18
ASV_1934	ASV_248	43	18
ASV_2074	ASV_248	43	18
ASV_2202	ASV_248	43	18
ASV_2302	ASV_248	43	18
ASV_2518	ASV_248	43	18
ASV_2697	ASV_248	43	18
ASV_3927	ASV_248	43	18
ASV_4018	ASV_248	43	18
ASV_4613	ASV_248	43	18
ASV_250	ASV_250	44	22
ASV_271	ASV_250	44	22
ASV_375	ASV_250	44	22
ASV_615	ASV_250	44	22
ASV_620	ASV_250	44	22
ASV_773	ASV_250	44	22
ASV_1030	ASV_250	44	22
ASV_1248	ASV_250	44	22
ASV_1388	ASV_250	44	22
ASV_1673	ASV_250	44	22
ASV_1766	ASV_250	44	22
ASV_1860	ASV_250	44	22
ASV_1874	ASV_250	44	22
ASV_1880	ASV_250	44	22
ASV_1920	ASV_250	44	22
ASV_2046	ASV_250	44	22
ASV_2291	ASV_250	44	22
ASV_2349	ASV_250	44	22
ASV_2396	ASV_250	44	22
ASV_2724	ASV_250	44	22
ASV_2749	ASV_250	44	22
ASV_2996	ASV_250	44	22
ASV_276	ASV_276	45	26
ASV_346	ASV_276	45	26
ASV_568	ASV_276	45	26
ASV_683	ASV_276	45	26
ASV_698	ASV_276	45	26
ASV_699	ASV_276	45	26
ASV_780	ASV_276	45	26
ASV_800	ASV_276	45	26
ASV_823	ASV_276	45	26
ASV_1006	ASV_276	45	26
ASV_1015	ASV_276	45	26
ASV_1054	ASV_276	45	26
ASV_1137	ASV_276	45	26
ASV_1165	ASV_276	45	26
ASV_1166	ASV_276	45	26
ASV_1262	ASV_276	45	26
ASV_1438	ASV_276	45	26
ASV_1447	ASV_276	45	26
ASV_1561	ASV_276	45	26
ASV_1569	ASV_276	45	26
ASV_1761	ASV_276	45	26
ASV_1785	ASV_276	45	26
ASV_1937	ASV_276	45	26
ASV_2440	ASV_276	45	26
