ID	Exemplar	Cluster	Cluster_size
ASV_688	ASV_22	6	63
ASV_692	ASV_22	6	63
ASV_719	ASV_22	6	63
ASV_818	ASV_22	6	63
ASV_946	ASV_22	6	63
ASV_951	ASV_22	6	63
ASV_994	ASV_22	6	63
ASV_1113	ASV_22	6	63
ASV_1187	ASV_22	6	63
ASV_1198	ASV_22	6	63
ASV_1277	ASV_22	6	63
ASV_1284	ASV_22	6	63
ASV_1339	ASV_22	6	63
ASV_1351	ASV_22	6	63
ASV_1369	ASV_22	6	63
ASV_1464	ASV_22	6	63
ASV_1573	ASV_22	6	63
ASV_1720	ASV_22	6	63
ASV_1730	ASV_22	6	63
ASV_1784	ASV_22	6	63
ASV_1841	ASV_22	6	63
ASV_1861	ASV_22	6	63
ASV_1889	ASV_22	6	63
ASV_1984	ASV_22	6	63
ASV_1989	ASV_22	6	63
ASV_2168	ASV_22	6	63
ASV_2234	ASV_22	6	63
ASV_2304	ASV_22	6	63
ASV_2603	ASV_22	6	63
ASV_2718	ASV_22	6	63
ASV_2740	ASV_22	6	63
ASV_2795	ASV_22	6	63
ASV_2918	ASV_22	6	63
ASV_3368	ASV_22	6	63
ASV_14	ASV_25	7	16
ASV_25	ASV_25	7	16
ASV_37	ASV_25	7	16
ASV_55	ASV_25	7	16
ASV_343	ASV_25	7	16
ASV_514	ASV_25	7	16
ASV_685	ASV_25	7	16
ASV_733	ASV_25	7	16
ASV_738	ASV_25	7	16
ASV_810	ASV_25	7	16
ASV_959	ASV_25	7	16
ASV_1446	ASV_25	7	16
ASV_1526	ASV_25	7	16
ASV_1538	ASV_25	7	16
ASV_2198	ASV_25	7	16
ASV_2376	ASV_25	7	16
ASV_27	ASV_27	8	12
ASV_326	ASV_27	8	12
ASV_584	ASV_27	8	12
ASV_987	ASV_27	8	12
ASV_1062	ASV_27	8	12
ASV_1429	ASV_27	8	12
ASV_1452	ASV_27	8	12
ASV_1845	ASV_27	8	12
ASV_1922	ASV_27	8	12
ASV_1975	ASV_27	8	12
ASV_2455	ASV_27	8	12
ASV_2900	ASV_27	8	12
ASV_9	ASV_30	9	102
ASV_15	ASV_30	9	102
ASV_18	ASV_30	9	102
ASV_30	ASV_30	9	102
ASV_73	ASV_30	9	102
ASV_103	ASV_30	9	102
ASV_110	ASV_30	9	102
ASV_114	ASV_30	9	102
ASV_148	ASV_30	9	102
ASV_150	ASV_30	9	102
ASV_162	ASV_30	9	102
ASV_166	ASV_30	9	102
ASV_170	ASV_30	9	102
ASV_207	ASV_30	9	102
ASV_213	ASV_30	9	102
ASV_214	ASV_30	9	102
ASV_224	ASV_30	9	102
ASV_246	ASV_30	9	102
ASV_268	ASV_30	9	102
ASV_269	ASV_30	9	102
ASV_304	ASV_30	9	102
ASV_318	ASV_30	9	102
ASV_328	ASV_30	9	102
ASV_331	ASV_30	9	102
ASV_344	ASV_30	9	102
ASV_345	ASV_30	9	102
ASV_357	ASV_30	9	102
ASV_359	ASV_30	9	102
ASV_371	ASV_30	9	102
ASV_377	ASV_30	9	102
ASV_382	ASV_30	9	102
ASV_385	ASV_30	9	102
ASV_386	ASV_30	9	102
ASV_423	ASV_30	9	102
ASV_429	ASV_30	9	102
ASV_466	ASV_30	9	102
ASV_504	ASV_30	9	102
ASV_511	ASV_30	9	102
ASV_522	ASV_30	9	102
ASV_548	ASV_30	9	102
ASV_557	ASV_30	9	102
ASV_558	ASV_30	9	102
ASV_598	ASV_30	9	102
ASV_604	ASV_30	9	102
ASV_614	ASV_30	9	102
ASV_616	ASV_30	9	102
ASV_721	ASV_30	9	102
ASV_737	ASV_30	9	102
ASV_752	ASV_30	9	102
ASV_761	ASV_30	9	102
ASV_763	ASV_30	9	102
ASV_765	ASV_30	9	102
ASV_766	ASV_30	9	102
ASV_767	ASV_30	9	102
ASV_797	ASV_30	9	102
ASV_799	ASV_30	9	102
ASV_825	ASV_30	9	102
ASV_828	ASV_30	9	102
ASV_833	ASV_30	9	102
ASV_840	ASV_30	9	102
ASV_842	ASV_30	9	102
ASV_845	ASV_30	9	102
ASV_884	ASV_30	9	102
ASV_888	ASV_30	9	102
ASV_891	ASV_30	9	102
ASV_938	ASV_30	9	102
ASV_952	ASV_30	9	102
ASV_954	ASV_30	9	102
ASV_956	ASV_30	9	102
ASV_964	ASV_30	9	102
ASV_990	ASV_30	9	102
ASV_995	ASV_30	9	102
ASV_998	ASV_30	9	102
ASV_1008	ASV_30	9	102
ASV_1060	ASV_30	9	102
ASV_1063	ASV_30	9	102
ASV_1074	ASV_30	9	102
ASV_1099	ASV_30	9	102
ASV_1136	ASV_30	9	102
ASV_1161	ASV_30	9	102
ASV_1205	ASV_30	9	102
ASV_1220	ASV_30	9	102
ASV_1231	ASV_30	9	102
ASV_1242	ASV_30	9	102
ASV_1265	ASV_30	9	102
ASV_1275	ASV_30	9	102
ASV_1312	ASV_30	9	102
ASV_1416	ASV_30	9	102
ASV_1430	ASV_30	9	102
ASV_1457	ASV_30	9	102
ASV_1522	ASV_30	9	102
ASV_1523	ASV_30	9	102
ASV_1525	ASV_30	9	102
ASV_1541	ASV_30	9	102
ASV_1668	ASV_30	9	102
ASV_1707	ASV_30	9	102
ASV_1709	ASV_30	9	102
ASV_1735	ASV_30	9	102
ASV_1953	ASV_30	9	102
ASV_2050	ASV_30	9	102
ASV_2442	ASV_30	9	102
ASV_2566	ASV_30	9	102
ASV_34	ASV_34	10	17
ASV_132	ASV_34	10	17
ASV_146	ASV_34	10	17
ASV_161	ASV_34	10	17
ASV_183	ASV_34	10	17
ASV_220	ASV_34	10	17
ASV_235	ASV_34	10	17
ASV_285	ASV_34	10	17
ASV_388	ASV_34	10	17
ASV_431	ASV_34	10	17
ASV_449	ASV_34	10	17
ASV_545	ASV_34	10	17
ASV_932	ASV_34	10	17
ASV_1053	ASV_34	10	17
ASV_1194	ASV_34	10	17
ASV_1551	ASV_34	10	17
ASV_1640	ASV_34	10	17
ASV_13	ASV_41	11	34
ASV_41	ASV_41	11	34
ASV_54	ASV_41	11	34
ASV_72	ASV_41	11	34
ASV_108	ASV_41	11	34
ASV_133	ASV_41	11	34
ASV_157	ASV_41	11	34
ASV_176	ASV_41	11	34
ASV_184	ASV_41	11	34
ASV_185	ASV_41	11	34
ASV_197	ASV_41	11	34
ASV_198	ASV_41	11	34
ASV_367	ASV_41	11	34
ASV_399	ASV_41	11	34
ASV_443	ASV_41	11	34
ASV_474	ASV_41	11	34
ASV_484	ASV_41	11	34
ASV_502	ASV_41	11	34
ASV_510	ASV_41	11	34
ASV_562	ASV_41	11	34
ASV_583	ASV_41	11	34
ASV_594	ASV_41	11	34
ASV_663	ASV_41	11	34
ASV_717	ASV_41	11	34
ASV_831	ASV_41	11	34
ASV_930	ASV_41	11	34
ASV_937	ASV_41	11	34
ASV_986	ASV_41	11	34
ASV_1046	ASV_41	11	34
ASV_1160	ASV_41	11	34
ASV_1185	ASV_41	11	34
ASV_1645	ASV_41	11	34
ASV_1663	ASV_41	11	34
ASV_1692	ASV_41	11	34
ASV_33	ASV_45	12	49
ASV_45	ASV_45	12	49
ASV_141	ASV_45	12	49
ASV_211	ASV_45	12	49
ASV_226	ASV_45	12	49
ASV_280	ASV_45	12	49
ASV_319	ASV_45	12	49
ASV_321	ASV_45	12	49
ASV_329	ASV_45	12	49
ASV_333	ASV_45	12	49
ASV_356	ASV_45	12	49
ASV_361	ASV_45	12	49
ASV_402	ASV_45	12	49
ASV_433	ASV_45	12	49
ASV_469	ASV_45	12	49
ASV_497	ASV_45	12	49
ASV_501	ASV_45	12	49
ASV_515	ASV_45	12	49
ASV_662	ASV_45	12	49
ASV_672	ASV_45	12	49
ASV_751	ASV_45	12	49
ASV_781	ASV_45	12	49
ASV_813	ASV_45	12	49
ASV_816	ASV_45	12	49
ASV_867	ASV_45	12	49
ASV_871	ASV_45	12	49
ASV_1086	ASV_45	12	49
ASV_1150	ASV_45	12	49
ASV_1222	ASV_45	12	49
ASV_1227	ASV_45	12	49
ASV_1228	ASV_45	12	49
ASV_1334	ASV_45	12	49
ASV_1411	ASV_45	12	49
ASV_1482	ASV_45	12	49
ASV_1496	ASV_45	12	49
ASV_1605	ASV_45	12	49
ASV_1688	ASV_45	12	49
ASV_1712	ASV_45	12	49
ASV_1747	ASV_45	12	49
ASV_1813	ASV_45	12	49
ASV_1863	ASV_45	12	49
ASV_2179	ASV_45	12	49
ASV_2226	ASV_45	12	49
ASV_2479	ASV_45	12	49
ASV_2598	ASV_45	12	49
ASV_2602	ASV_45	12	49
ASV_2617	ASV_45	12	49
ASV_2915	ASV_45	12	49
ASV_2938	ASV_45	12	49
ASV_49	ASV_49	13	6
ASV_109	ASV_49	13	6
ASV_302	ASV_49	13	6
ASV_419	ASV_49	13	6
ASV_1558	ASV_49	13	6
ASV_2495	ASV_49	13	6
ASV_47	ASV_52	14	31
ASV_52	ASV_52	14	31
ASV_81	ASV_52	14	31
ASV_206	ASV_52	14	31
ASV_227	ASV_52	14	31
ASV_263	ASV_52	14	31
ASV_315	ASV_52	14	31
ASV_370	ASV_52	14	31
ASV_477	ASV_52	14	31
ASV_488	ASV_52	14	31
ASV_586	ASV_52	14	31
ASV_621	ASV_52	14	31
ASV_725	ASV_52	14	31
ASV_883	ASV_52	14	31
ASV_907	ASV_52	14	31
ASV_1057	ASV_52	14	31
ASV_1075	ASV_52	14	31
ASV_1225	ASV_52	14	31
ASV_1394	ASV_52	14	31
ASV_1427	ASV_52	14	31
ASV_1579	ASV_52	14	31
ASV_1592	ASV_52	14	31
ASV_1744	ASV_52	14	31
ASV_1818	ASV_52	14	31
ASV_1866	ASV_52	14	31
ASV_1921	ASV_52	14	31
ASV_2181	ASV_52	14	31
ASV_2258	ASV_52	14	31
ASV_2360	ASV_52	14	31
ASV_2621	ASV_52	14	31
ASV_2738	ASV_52	14	31
ASV_56	ASV_56	15	19
ASV_139	ASV_56	15	19
ASV_151	ASV_56	15	19
ASV_153	ASV_56	15	19
ASV_249	ASV_56	15	19
ASV_259	ASV_56	15	19
ASV_354	ASV_56	15	19
ASV_432	ASV_56	15	19
ASV_518	ASV_56	15	19
ASV_650	ASV_56	15	19
ASV_910	ASV_56	15	19
ASV_1040	ASV_56	15	19
ASV_1081	ASV_56	15	19
ASV_1129	ASV_56	15	19
ASV_1240	ASV_56	15	19
ASV_1241	ASV_56	15	19
ASV_1610	ASV_56	15	19
ASV_1965	ASV_56	15	19
ASV_2404	ASV_56	15	19
ASV_31	ASV_61	16	26
ASV_61	ASV_61	16	26
ASV_68	ASV_61	16	26
ASV_190	ASV_61	16	26
ASV_381	ASV_61	16	26
ASV_392	ASV_61	16	26
ASV_455	ASV_61	16	26
ASV_459	ASV_61	16	26
ASV_491	ASV_61	16	26
ASV_499	ASV_61	16	26
ASV_648	ASV_61	16	26
ASV_669	ASV_61	16	26
ASV_727	ASV_61	16	26
ASV_747	ASV_61	16	26
ASV_975	ASV_61	16	26
ASV_1019	ASV_61	16	26
ASV_1173	ASV_61	16	26
ASV_1273	ASV_61	16	26
ASV_1529	ASV_61	16	26
ASV_1664	ASV_61	16	26
ASV_1885	ASV_61	16	26
ASV_2214	ASV_61	16	26
ASV_2508	ASV_61	16	26
ASV_2591	ASV_61	16	26
ASV_3089	ASV_61	16	26
ASV_3711	ASV_61	16	26
ASV_43	ASV_66	17	33
ASV_46	ASV_66	17	33
ASV_66	ASV_66	17	33
ASV_82	ASV_66	17	33
ASV_97	ASV_66	17	33
ASV_181	ASV_66	17	33
ASV_188	ASV_66	17	33
ASV_305	ASV_66	17	33
ASV_400	ASV_66	17	33
ASV_403	ASV_66	17	33
ASV_408	ASV_66	17	33
ASV_417	ASV_66	17	33
ASV_462	ASV_66	17	33
ASV_505	ASV_66	17	33
ASV_565	ASV_66	17	33
ASV_581	ASV_66	17	33
ASV_607	ASV_66	17	33
ASV_629	ASV_66	17	33
ASV_659	ASV_66	17	33
ASV_690	ASV_66	17	33
ASV_714	ASV_66	17	33
ASV_866	ASV_66	17	33
ASV_971	ASV_66	17	33
ASV_1089	ASV_66	17	33
ASV_1097	ASV_66	17	33
ASV_1184	ASV_66	17	33
ASV_1276	ASV_66	17	33
ASV_1280	ASV_66	17	33
ASV_1407	ASV_66	17	33
ASV_1480	ASV_66	17	33
ASV_1696	ASV_66	17	33
ASV_1907	ASV_66	17	33
ASV_2121	ASV_66	17	33
ASV_7	ASV_75	18	19
ASV_75	ASV_75	18	19
ASV_290	ASV_75	18	19
ASV_322	ASV_75	18	19
ASV_412	ASV_75	18	19
ASV_442	ASV_75	18	19
ASV_535	ASV_75	18	19
ASV_577	ASV_75	18	19
ASV_700	ASV_75	18	19
ASV_708	ASV_75	18	19
ASV_1024	ASV_75	18	19
ASV_1172	ASV_75	18	19
ASV_1714	ASV_75	18	19
ASV_1858	ASV_75	18	19
ASV_1884	ASV_75	18	19
ASV_2057	ASV_75	18	19
ASV_2300	ASV_75	18	19
ASV_2393	ASV_75	18	19
ASV_2446	ASV_75	18	19
ASV_76	ASV_76	19	46
ASV_89	ASV_76	19	46
ASV_116	ASV_76	19	46
ASV_156	ASV_76	19	46
ASV_179	ASV_76	19	46
ASV_191	ASV_76	19	46
ASV_203	ASV_76	19	46
ASV_274	ASV_76	19	46
ASV_296	ASV_76	19	46
ASV_299	ASV_76	19	46
ASV_325	ASV_76	19	46
ASV_394	ASV_76	19	46
ASV_413	ASV_76	19	46
ASV_512	ASV_76	19	46
ASV_567	ASV_76	19	46
ASV_599	ASV_76	19	46
ASV_687	ASV_76	19	46
ASV_760	ASV_76	19	46
ASV_777	ASV_76	19	46
ASV_911	ASV_76	19	46
ASV_918	ASV_76	19	46
ASV_943	ASV_76	19	46
ASV_1018	ASV_76	19	46
ASV_1045	ASV_76	19	46
ASV_1083	ASV_76	19	46
ASV_1267	ASV_76	19	46
ASV_1513	ASV_76	19	46
ASV_1546	ASV_76	19	46
ASV_1562	ASV_76	19	46
ASV_1625	ASV_76	19	46
ASV_1847	ASV_76	19	46
ASV_1873	ASV_76	19	46
ASV_1890	ASV_76	19	46
ASV_1918	ASV_76	19	46
ASV_1933	ASV_76	19	46
ASV_2155	ASV_76	19	46
ASV_2174	ASV_76	19	46
ASV_2267	ASV_76	19	46
ASV_2340	ASV_76	19	46
ASV_2356	ASV_76	19	46
ASV_2466	ASV_76	19	46
ASV_2584	ASV_76	19	46
ASV_2761	ASV_76	19	46
ASV_2782	ASV_76	19	46
ASV_2845	ASV_76	19	46
ASV_3055	ASV_76	19	46
ASV_77	ASV_77	20	9
ASV_92	ASV_77	20	9
ASV_587	ASV_77	20	9
ASV_754	ASV_77	20	9
ASV_794	ASV_77	20	9
ASV_855	ASV_77	20	9
ASV_1731	ASV_77	20	9
ASV_2929	ASV_77	20	9
ASV_3781	ASV_77	20	9
ASV_78	ASV_78	21	8
ASV_241	ASV_78	21	8
ASV_379	ASV_78	21	8
ASV_440	ASV_78	21	8
ASV_551	ASV_78	21	8
ASV_868	ASV_78	21	8
ASV_1305	ASV_78	21	8
ASV_2116	ASV_78	21	8
ASV_79	ASV_79	22	4
ASV_307	ASV_79	22	4
ASV_521	ASV_79	22	4
ASV_784	ASV_79	22	4
ASV_86	ASV_86	23	15
ASV_138	ASV_86	23	15
ASV_256	ASV_86	23	15
ASV_347	ASV_86	23	15
ASV_651	ASV_86	23	15
ASV_654	ASV_86	23	15
ASV_686	ASV_86	23	15
ASV_905	ASV_86	23	15
ASV_1139	ASV_86	23	15
ASV_1570	ASV_86	23	15
ASV_1595	ASV_86	23	15
ASV_1734	ASV_86	23	15
ASV_1787	ASV_86	23	15
ASV_1816	ASV_86	23	15
ASV_2322	ASV_86	23	15
ASV_80	ASV_88	24	61
ASV_88	ASV_88	24	61
ASV_112	ASV_88	24	61
ASV_168	ASV_88	24	61
ASV_173	ASV_88	24	61
ASV_222	ASV_88	24	61
ASV_228	ASV_88	24	61
ASV_254	ASV_88	24	61
ASV_409	ASV_88	24	61
ASV_414	ASV_88	24	61
ASV_500	ASV_88	24	61
ASV_503	ASV_88	24	61
ASV_566	ASV_88	24	61
ASV_572	ASV_88	24	61
ASV_695	ASV_88	24	61
ASV_728	ASV_88	24	61
ASV_808	ASV_88	24	61
ASV_827	ASV_88	24	61
ASV_839	ASV_88	24	61
ASV_849	ASV_88	24	61
ASV_947	ASV_88	24	61
ASV_955	ASV_88	24	61
ASV_985	ASV_88	24	61
ASV_1026	ASV_88	24	61
ASV_1027	ASV_88	24	61
ASV_1052	ASV_88	24	61
ASV_1058	ASV_88	24	61
ASV_1066	ASV_88	24	61
ASV_1092	ASV_88	24	61
ASV_1093	ASV_88	24	61
ASV_1098	ASV_88	24	61
ASV_1106	ASV_88	24	61
ASV_1125	ASV_88	24	61
ASV_1131	ASV_88	24	61
ASV_1177	ASV_88	24	61
ASV_1190	ASV_88	24	61
ASV_1191	ASV_88	24	61
ASV_1195	ASV_88	24	61
ASV_1281	ASV_88	24	61
ASV_1434	ASV_88	24	61
ASV_1443	ASV_88	24	61
ASV_1485	ASV_88	24	61
ASV_1507	ASV_88	24	61
ASV_1510	ASV_88	24	61
ASV_1536	ASV_88	24	61
ASV_1554	ASV_88	24	61
ASV_1576	ASV_88	24	61
ASV_1577	ASV_88	24	61
ASV_1771	ASV_88	24	61
ASV_1853	ASV_88	24	61
ASV_1867	ASV_88	24	61
ASV_1872	ASV_88	24	61
ASV_1894	ASV_88	24	61
ASV_1935	ASV_88	24	61
ASV_1962	ASV_88	24	61
ASV_1988	ASV_88	24	61
ASV_2027	ASV_88	24	61
ASV_2052	ASV_88	24	61
ASV_2187	ASV_88	24	61
ASV_2351	ASV_88	24	61
ASV_2353	ASV_88	24	61
ASV_57	ASV_91	25	37
ASV_74	ASV_91	25	37
ASV_91	ASV_91	25	37
ASV_127	ASV_91	25	37
ASV_172	ASV_91	25	37
ASV_174	ASV_91	25	37
ASV_189	ASV_91	25	37
ASV_273	ASV_91	25	37
ASV_383	ASV_91	25	37
ASV_391	ASV_91	25	37
ASV_456	ASV_91	25	37
ASV_460	ASV_91	25	37
ASV_465	ASV_91	25	37
ASV_482	ASV_91	25	37
ASV_489	ASV_91	25	37
ASV_645	ASV_91	25	37
ASV_674	ASV_91	25	37
ASV_771	ASV_91	25	37
ASV_796	ASV_91	25	37
ASV_841	ASV_91	25	37
ASV_894	ASV_91	25	37
ASV_935	ASV_91	25	37
ASV_1031	ASV_91	25	37
ASV_1082	ASV_91	25	37
ASV_1196	ASV_91	25	37
ASV_1282	ASV_91	25	37
ASV_1344	ASV_91	25	37
ASV_1352	ASV_91	25	37
ASV_1393	ASV_91	25	37
ASV_1537	ASV_91	25	37
ASV_1560	ASV_91	25	37
ASV_1704	ASV_91	25	37
ASV_1902	ASV_91	25	37
ASV_1944	ASV_91	25	37
ASV_2022	ASV_91	25	37
ASV_2175	ASV_91	25	37
ASV_2380	ASV_91	25	37
ASV_38	ASV_100	26	19
ASV_100	ASV_100	26	19
ASV_165	ASV_100	26	19
ASV_177	ASV_100	26	19
ASV_196	ASV_100	26	19
ASV_202	ASV_100	26	19
ASV_387	ASV_100	26	19
ASV_458	ASV_100	26	19
ASV_478	ASV_100	26	19
ASV_524	ASV_100	26	19
ASV_533	ASV_100	26	19
ASV_561	ASV_100	26	19
ASV_637	ASV_100	26	19
ASV_643	ASV_100	26	19
ASV_676	ASV_100	26	19
ASV_989	ASV_100	26	19
ASV_1596	ASV_100	26	19
ASV_1627	ASV_100	26	19
ASV_1635	ASV_100	26	19
ASV_111	ASV_111	27	33
ASV_210	ASV_111	27	33
ASV_292	ASV_111	27	33
ASV_655	ASV_111	27	33
ASV_904	ASV_111	27	33
ASV_919	ASV_111	27	33
ASV_927	ASV_111	27	33
ASV_963	ASV_111	27	33
ASV_980	ASV_111	27	33
ASV_1103	ASV_111	27	33
ASV_1105	ASV_111	27	33
ASV_1111	ASV_111	27	33
ASV_1170	ASV_111	27	33
ASV_1229	ASV_111	27	33
ASV_1247	ASV_111	27	33
ASV_1290	ASV_111	27	33
ASV_1304	ASV_111	27	33
ASV_1404	ASV_111	27	33
ASV_1406	ASV_111	27	33
ASV_1410	ASV_111	27	33
ASV_1887	ASV_111	27	33
ASV_1939	ASV_111	27	33
ASV_1998	ASV_111	27	33
ASV_2251	ASV_111	27	33
ASV_2597	ASV_111	27	33
ASV_2620	ASV_111	27	33
ASV_2626	ASV_111	27	33
ASV_3483	ASV_111	27	33
ASV_3497	ASV_111	27	33
ASV_3832	ASV_111	27	33
ASV_3941	ASV_111	27	33
ASV_4511	ASV_111	27	33
ASV_4761	ASV_111	27	33
ASV_113	ASV_113	28	7
ASV_641	ASV_113	28	7
ASV_836	ASV_113	28	7
ASV_870	ASV_113	28	7
ASV_878	ASV_113	28	7
ASV_920	ASV_113	28	7
ASV_2040	ASV_113	28	7
ASV_94	ASV_122	29	36
ASV_120	ASV_122	29	36
ASV_122	ASV_122	29	36
ASV_123	ASV_122	29	36
ASV_129	ASV_122	29	36
ASV_186	ASV_122	29	36
ASV_221	ASV_122	29	36
ASV_245	ASV_122	29	36
ASV_278	ASV_122	29	36
ASV_284	ASV_122	29	36
ASV_291	ASV_122	29	36
ASV_395	ASV_122	29	36
ASV_436	ASV_122	29	36
ASV_486	ASV_122	29	36
ASV_523	ASV_122	29	36
ASV_592	ASV_122	29	36
ASV_596	ASV_122	29	36
ASV_706	ASV_122	29	36
ASV_774	ASV_122	29	36
ASV_778	ASV_122	29	36
ASV_798	ASV_122	29	36
ASV_815	ASV_122	29	36
ASV_830	ASV_122	29	36
ASV_921	ASV_122	29	36
ASV_1048	ASV_122	29	36
ASV_1079	ASV_122	29	36
ASV_1104	ASV_122	29	36
ASV_1126	ASV_122	29	36
ASV_1167	ASV_122	29	36
ASV_1258	ASV_122	29	36
ASV_1286	ASV_122	29	36
ASV_1310	ASV_122	29	36
ASV_1342	ASV_122	29	36
ASV_1401	ASV_122	29	36
ASV_1654	ASV_122	29	36
ASV_1810	ASV_122	29	36
ASV_137	ASV_137	30	14
ASV_397	ASV_137	30	14
ASV_563	ASV_137	30	14
ASV_857	ASV_137	30	14
ASV_1044	ASV_137	30	14
ASV_1096	ASV_137	30	14
ASV_1389	ASV_137	30	14
ASV_1462	ASV_137	30	14
ASV_1963	ASV_137	30	14
ASV_2157	ASV_137	30	14
ASV_2200	ASV_137	30	14
ASV_2427	ASV_137	30	14
ASV_2635	ASV_137	30	14
ASV_3054	ASV_137	30	14
ASV_135	ASV_152	31	85
ASV_143	ASV_152	31	85
ASV_152	ASV_152	31	85
ASV_282	ASV_152	31	85
ASV_300	ASV_152	31	85
ASV_338	ASV_152	31	85
ASV_421	ASV_152	31	85
ASV_444	ASV_152	31	85
ASV_461	ASV_152	31	85
ASV_506	ASV_152	31	85
ASV_553	ASV_152	31	85
ASV_642	ASV_152	31	85
ASV_720	ASV_152	31	85
ASV_768	ASV_152	31	85
ASV_848	ASV_152	31	85
ASV_885	ASV_152	31	85
ASV_892	ASV_152	31	85
ASV_941	ASV_152	31	85
ASV_970	ASV_152	31	85
ASV_1021	ASV_152	31	85
ASV_1076	ASV_152	31	85
ASV_1132	ASV_152	31	85
ASV_1155	ASV_152	31	85
ASV_1156	ASV_152	31	85
ASV_1164	ASV_152	31	85
ASV_1210	ASV_152	31	85
ASV_1215	ASV_152	31	85
ASV_1230	ASV_152	31	85
ASV_1236	ASV_152	31	85
ASV_1255	ASV_152	31	85
ASV_1289	ASV_152	31	85
ASV_1295	ASV_152	31	85
ASV_1307	ASV_152	31	85
ASV_1314	ASV_152	31	85
ASV_1317	ASV_152	31	85
ASV_1324	ASV_152	31	85
ASV_1329	ASV_152	31	85
ASV_1379	ASV_152	31	85
ASV_1450	ASV_152	31	85
ASV_1473	ASV_152	31	85
ASV_1611	ASV_152	31	85
ASV_1644	ASV_152	31	85
ASV_1680	ASV_152	31	85
ASV_1683	ASV_152	31	85
ASV_1697	ASV_152	31	85
ASV_1736	ASV_152	31	85
ASV_1741	ASV_152	31	85
ASV_1780	ASV_152	31	85
ASV_1838	ASV_152	31	85
ASV_1865	ASV_152	31	85
ASV_1886	ASV_152	31	85
ASV_1911	ASV_152	31	85
ASV_1912	ASV_152	31	85
ASV_1923	ASV_152	31	85
ASV_1952	ASV_152	31	85
ASV_1985	ASV_152	31	85
ASV_1991	ASV_152	31	85
ASV_2025	ASV_152	31	85
ASV_2123	ASV_152	31	85
ASV_2148	ASV_152	31	85
ASV_2154	ASV_152	31	85
ASV_2213	ASV_152	31	85
ASV_2225	ASV_152	31	85
ASV_2262	ASV_152	31	85
ASV_2279	ASV_152	31	85
ASV_2327	ASV_152	31	85
ASV_2355	ASV_152	31	85
ASV_2470	ASV_152	31	85
ASV_2556	ASV_152	31	85
ASV_2640	ASV_152	31	85
ASV_2644	ASV_152	31	85
ASV_2654	ASV_152	31	85
ASV_2669	ASV_152	31	85
ASV_2672	ASV_152	31	85
ASV_2702	ASV_152	31	85
ASV_2711	ASV_152	31	85
ASV_2806	ASV_152	31	85
ASV_2865	ASV_152	31	85
ASV_2873	ASV_152	31	85
ASV_2944	ASV_152	31	85
ASV_3185	ASV_152	31	85
ASV_3305	ASV_152	31	85
ASV_3350	ASV_152	31	85
ASV_3675	ASV_152	31	85
ASV_4137	ASV_152	31	85
ASV_53	ASV_155	32	18
ASV_155	ASV_155	32	18
ASV_180	ASV_155	32	18
ASV_247	ASV_155	32	18
ASV_340	ASV_155	32	18
ASV_694	ASV_155	32	18
ASV_753	ASV_155	32	18
ASV_906	ASV_155	32	18
ASV_1072	ASV_155	32	18
ASV_1127	ASV_155	32	18
ASV_1174	ASV_155	32	18
ASV_1353	ASV_155	32	18
ASV_1375	ASV_155	32	18
ASV_1449	ASV_155	32	18
ASV_1490	ASV_155	32	18
ASV_1501	ASV_155	32	18
ASV_1656	ASV_155	32	18
ASV_2180	ASV_155	32	18
ASV_163	ASV_163	33	4
ASV_223	ASV_163	33	4
ASV_922	ASV_163	33	4
ASV_1354	ASV_163	33	4
ASV_164	ASV_164	34	6
ASV_232	ASV_164	34	6
ASV_601	ASV_164	34	6
ASV_712	ASV_164	34	6
ASV_1504	ASV_164	34	6
ASV_2232	ASV_164	34	6
ASV_40	ASV_169	35	45
ASV_119	ASV_169	35	45
ASV_169	ASV_169	35	45
ASV_251	ASV_169	35	45
ASV_306	ASV_169	35	45
ASV_425	ASV_169	35	45
ASV_475	ASV_169	35	45
ASV_481	ASV_169	35	45
ASV_494	ASV_169	35	45
ASV_582	ASV_169	35	45
ASV_593	ASV_169	35	45
ASV_684	ASV_169	35	45
ASV_757	ASV_169	35	45
ASV_786	ASV_169	35	45
ASV_881	ASV_169	35	45
ASV_899	ASV_169	35	45
ASV_934	ASV_169	35	45
ASV_1061	ASV_169	35	45
ASV_1257	ASV_169	35	45
ASV_1424	ASV_169	35	45
ASV_1483	ASV_169	35	45
ASV_1493	ASV_169	35	45
ASV_1665	ASV_169	35	45
ASV_1773	ASV_169	35	45
ASV_1774	ASV_169	35	45
ASV_1842	ASV_169	35	45
ASV_1868	ASV_169	35	45
ASV_2038	ASV_169	35	45
ASV_2065	ASV_169	35	45
ASV_2082	ASV_169	35	45
ASV_2159	ASV_169	35	45
ASV_2243	ASV_169	35	45
ASV_2490	ASV_169	35	45
ASV_2531	ASV_169	35	45
ASV_2573	ASV_169	35	45
ASV_2592	ASV_169	35	45
ASV_3023	ASV_169	35	45
ASV_3148	ASV_169	35	45
ASV_3158	ASV_169	35	45
ASV_3222	ASV_169	35	45
ASV_3671	ASV_169	35	45
ASV_3720	ASV_169	35	45
ASV_3916	ASV_169	35	45
ASV_4022	ASV_169	35	45
ASV_4815	ASV_169	35	45
ASV_39	ASV_182	36	39
ASV_60	ASV_182	36	39
ASV_101	ASV_182	36	39
