Cluster	Decrease	Comparison	Color
Cluster_46	1.54328157850769	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_47	-1.94254663014981	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_48	4.51835895521922	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_49	0.333956950200339	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_5	-1.39887627636985	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_50	1.11748581569433	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_51	-0.928181756390174	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_52	-0.170475517301263	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_53	-1.06243479418779	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_54	1.31864448912607	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_55	-2.16629577992298	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_56	-2.28448298154971	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_57	-2.04313375392646	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_58	-2.17956571218014	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_59	-3.1086862415358	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_6	0.491250884510059	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_60	-0.657829002739625	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_61	-0.770168851847309	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_62	3.58511432448732	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_63	-1.94626904891966	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_64	4.1859988479618	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_65	-1.62737385870214	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_66	0.732280409346338	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_67	3.84821041445407	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_68	-0.996904312184938	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_69	-2.05985932456083	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_7	1.84204262897683	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_70	0.0426896895234066	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_71	4.00698665982215	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_72	-0.846832180882423	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_73	0.34420061365843	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_74	-0.00681373728374979	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_75	-0.810125962396334	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_76	-2.47136038892691	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_77	-0.468184169445969	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_78	-0.938879139109943	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_79	3.22249784442978	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_8	-1.05632581125175	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_80	0.0955482461678869	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_81	0.280970842981716	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_82	-0.0310753421457122	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_83	-1.11379523421574	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_84	-1.54686542357665	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_85	1.58209582519326	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_86	-1.20810082802841	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_87	-1.81564363086584	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_88	4.75981684585307	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_89	-0.647614084031659	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_9	-2.08941268805939	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_90	-0.8435146254998	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_91	-0.754273041030707	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_92	-2.33119539001628	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_93	0.475658108286204	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_94	1.73417594854562	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_95	0.613612592873139	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_96	2.64340190178602	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_97	0.0773724738988406	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_98	0.0212283680771037	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_99	0.498948610374441	CAS_vs_lotus_japonicus_rhizosphere	Others
Cluster_1	4.26560557543077	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_10	5.5013554790839	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_100	-0.653347808460211	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_101	4.04608993050419	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_102	1.50348239106772	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_103	1.38933068475868	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_104	2.58285577657165	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_105	6.19357547469102	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_106	7.12955599925068	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_107	3.6081957535944	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_108	5.57728128006045	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_109	4.58229001309397	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_11	9.69692030112201	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_110	6.05290142128835	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_111	3.1479972622528	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_112	6.46575409851913	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_113	6.79771625638165	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_114	5.83805988843265	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_115	0.210820158720878	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_116	2.84485905169792	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_117	6.79031522621447	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_118	3.2617255882529	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_119	6.30706078162324	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_12	5.4013231861251	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_120	9.00626361951346	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_121	5.74486038041121	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_122	3.64759641190295	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_123	6.1511831193428	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_124	2.98783386028427	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_125	1.99379241930922	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_126	3.75755251024313	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_127	5.77970346480048	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_128	4.50284286077462	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_129	4.20885175850447	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_13	5.3946964215579	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_130	1.96699732901196	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_131	3.743234982735	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_132	1.89197723505114	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_133	3.18017198387533	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_134	0.463594185465183	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_14	6.27645449228065	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_15	7.22262504404546	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_16	4.35727241563879	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_17	5.10338678373122	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_18	6.97903162537008	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_19	5.82236628529415	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_2	7.55281557260052	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_20	7.54281246007669	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_21	3.97418762274577	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_22	8.88560597315522	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_23	4.57263722241368	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_24	8.83630431856855	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_25	2.27203690960451	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_26	5.72954395680806	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_27	2.05335990575767	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_28	3.49331508555693	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_29	6.16229581888598	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_3	2.47714111065888	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_30	5.03348537243613	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_31	4.62616097236543	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_32	3.38926831891405	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_33	7.98319949941948	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_34	1.28643639156167	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_35	7.45142249479066	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_36	5.45297091764176	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_37	6.87459939727972	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_38	4.89840217954381	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_39	1.97045687285247	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_4	3.63315792505394	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_40	5.82027646649769	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_41	5.13707889748041	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_42	3.44195629449229	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_43	3.75064712871982	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_44	3.60976657326303	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_45	6.22035025260067	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_46	2.55778949783239	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_47	4.76786665289181	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_48	5.14723510251486	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_49	5.40554278168618	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_5	7.23139526177525	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_50	3.0962190067887	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_51	5.9910553441495	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_52	3.74975021222156	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_53	2.81071806190371	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_54	4.2277752395883	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_55	2.92197848867659	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_56	19.4818884523805	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_57	4.6479348413267	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_58	7.15251102630077	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_59	3.28946655484913	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_6	6.40357263929118	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_60	8.6365821501625	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_61	7.51619061767944	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_62	5.28426694277124	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_63	2.78987674981738	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_64	4.67406186896274	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_65	3.75706519593861	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_66	2.66150529829693	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_67	7.34933759134321	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_68	1.80967299172183	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_69	5.33398162901234	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_7	4.24876196774531	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_70	2.27679421839682	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_71	2.83452821187166	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_72	4.94579045745074	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_73	8.33104354188579	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_74	5.07127802059952	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_75	7.56063335241619	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_76	4.34905036315617	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_77	1.27144128409446	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_78	4.3241292455389	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_79	4.57900333711309	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_8	0.268677591280749	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_80	4.69749772751092	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_81	4.94948580480701	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_82	2.08451362236347	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_83	3.46987821144347	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_84	-0.404744944801706	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_85	7.52960007319666	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_86	6.12347095730108	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_87	4.61735140126652	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_88	6.17211544203742	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_89	3.23536615287296	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_9	8.63467034263802	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_90	3.31218982042215	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_91	6.19693002342281	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_92	6.86243766878516	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_93	3.73855616983822	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_94	2.18140553007849	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_95	6.35243866136184	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_96	7.38719962776651	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_97	1.30692272192059	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_98	4.56606131936816	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_99	3.599903978394	CAS_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cluster_1	1.25828127978077	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_10	1.50302984049466	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_100	-0.150339484034916	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_101	-0.823947016722528	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_102	1.23609740006845	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_103	3.11842716700762	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_104	3.06012736033004	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_105	0.799391061219026	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_106	1.18717319123787	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_107	2.34432495769779	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_108	-0.998761837835261	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_109	0.651070218173437	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_11	2.15749586814864	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_110	-0.429274433718007	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_111	2.88629673332663	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_112	0.30425271705758	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_113	-2.10087426869784	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_114	-2.74096224041411	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_115	1.372777721102	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_116	2.12862675001014	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_117	2.14486571199811	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_118	-1.37040862732472	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_119	1.6123611000767	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_12	2.9390357445001	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_120	1.25002875089292	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_121	1.5553855569347	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_122	1.25201630200035	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_123	3.29201994960727	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_124	0.154651856004378	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_125	1.93588011809339	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_126	-2.89746405298665	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_127	0.0539532183138718	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_128	2.13093681979284	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_129	-4.14770490515066	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_13	-1.41778700058778	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_130	-0.684453492382822	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_131	0.726813964285206	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_132	4.25353358008832	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_133	1.10908857140569	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_134	0.210262104038847	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_14	1.45620155278151	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_15	2.51835095947435	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_16	-1.32626724188699	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_17	0.675917093358237	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_18	-0.63876518754126	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_19	-1.15313590820757	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_2	0.483816212338446	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_20	0.467195207051937	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_21	3.60302293129308	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_22	3.921585546458	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_23	3.84208166441131	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_24	2.29370018591503	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_25	2.68460322054812	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_26	1.89214632050356	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_27	0.386439462535655	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_28	1.49844801601911	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_29	-5.63983388520465	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_3	0.57634873474943	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_30	3.14650593881013	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_31	2.53661252105874	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_32	-0.969300707633522	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_33	-0.891105283499876	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_34	4.12380264563474	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_35	2.44877828602632	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_36	5.2396611570168	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_37	3.24245299890597	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_38	3.15427871179196	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_39	-2.26846010500548	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_4	0.13932487480065	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_40	3.3680621280882	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_41	2.44658641583143	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_42	-0.488956097985508	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_43	-3.5545433975102	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_44	1.30228554761455	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_45	1.51142125021313	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_46	0.615371453412813	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_47	3.76100625833084	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_48	2.13294229138576	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_49	1.59865944215313	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_5	0.0612527751158112	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_50	2.63949731607415	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_51	0.515414506106097	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_52	0.334576966353026	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_53	0.621913663990028	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_54	2.24347552530557	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_55	1.1945184848576	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_56	0.98215920066	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_57	1.95453407833535	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_58	1.85166026331396	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_59	-1.81825147297526	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_6	3.09321757886836	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_60	1.78613765607956	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_61	3.85995507582708	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_62	0.653215430834663	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_63	-0.847437503224448	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_64	0.427048930951784	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_65	-1.54963137088566	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_66	2.17279001596629	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_67	5.45176045304394	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_68	-2.19294551905716	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_69	-1.34659835809137	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_7	-0.764511416667858	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_70	1.58681535227322	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_71	-0.00128280219654187	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_72	1.13584549021773	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_73	1.30851131473632	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_74	0.924400952442419	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_75	0.280369171943875	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_76	-0.350728765841794	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_77	1.04077069665452	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_78	1.36141211863463	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_79	-0.521560889871829	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_8	0.910675858239401	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_80	2.44439260295495	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
Cluster_81	0.67005085209717	arabidopsis_thaliana_root_vs_lotus_japonicus_root	Others
