Cluster	Decrease	Comparison	Color
Cluster_1	-3.64875494160567	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_10	0.0417446899253093	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_100	-3.84744525179573	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_101	-1.39617494913306	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_102	-4.11047737254131	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_103	-4.16376929069872	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_104	-3.91150104227268	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_105	-2.77234700667962	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_106	-5.27112604895481	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_107	-7.22172829920743	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_108	-3.26719045828465	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_109	-4.66778423438736	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_11	-3.31955997362057	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_110	-6.78114043624751	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_111	-4.15642038923458	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_112	-2.29724589640128	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_113	-6.31957995228616	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_114	-3.10386591361456	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_115	0.318016488725547	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_116	-5.10809212415488	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_117	-6.2614571136167	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_118	-4.93131224681635	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_119	-8.80766334327114	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_12	-2.08097588765496	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_120	-3.90735172715459	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_121	-4.83400607015164	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_122	-1.66607198438061	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_123	-0.376756134042722	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_124	-4.862835665058	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_125	-6.42280396366441	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_126	-1.2699628626897	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_127	-6.59266923206407	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_128	1.31571849118762	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_129	-0.244017481487106	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_13	-3.3974538341252	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_130	-3.79586897636163	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_131	-1.46637289538467	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_132	-2.80366014817147	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_133	-2.36722204084097	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_134	-5.34917135840951	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_14	0.355205537625125	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_15	-2.24572857674715	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_16	-1.65133279779566	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_17	-2.56790619884899	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_18	-5.61644100878321	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_19	-0.300854785004987	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_2	-1.67212782957726	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_20	2.53708268097714	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_21	-1.73713116324761	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_22	-8.26297332036448	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_23	-6.17817477216391	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_24	4.02759242327656	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_25	4.82158845480195	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_26	0.534317967685908	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_27	-6.27334052436436	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_28	1.14633711244589	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_29	-8.49112226291683	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_3	-7.38283126865477	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_30	-5.70788942691784	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_31	-4.28557049524993	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_32	-3.33482026031018	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_33	-1.67632400006002	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_34	-1.24547714774511	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_35	-1.19238529178706	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_36	-1.94535065535024	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_37	-8.91147361438334	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_38	-6.86915155712198	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_39	-5.02508313637155	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_4	-2.25129917694638	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_40	-0.0186891602582904	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_41	-2.15095830205715	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_42	-2.54540740330296	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_43	-3.27935568463691	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_44	-2.29554761016723	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_45	-0.680083676456519	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_46	-2.33953242312067	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_47	-4.07015114196109	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_48	-2.66789088796361	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_49	-5.12107684518661	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_5	-4.47652510065871	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_50	-4.5135104872581	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_51	-2.6512820623373	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_52	-3.44718103827267	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_53	-2.97717731275844	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_54	-0.086776204466986	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_55	-5.89665095535075	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_56	0.990076294945652	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_57	-4.52895427159211	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_58	-0.388977306271798	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_59	-3.46371198455645	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_6	-6.77091390104158	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_60	-4.08077096199668	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_61	-4.72479253353102	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_62	-2.60561038033053	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_63	-2.22325653336021	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_64	-2.43644997877958	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_65	-4.18477092654769	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_66	-3.28930046302027	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_67	1.47777669528601	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_68	-2.12311433072828	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_69	-4.78151192856441	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_7	-4.54839691679986	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_70	1.69290811830247	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_71	-7.30111865513328	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_72	-1.28644494282665	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_73	-0.68034543062376	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_74	-4.83486420449353	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_75	-9.57634117424288	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_76	-4.12198806437868	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_77	-2.05998253943881	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_78	-5.66885048520319	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_79	-5.25671671940165	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_8	1.43815989721239	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_80	-3.4426369320993	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_81	-4.21751406327616	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_82	-9.08277062298153	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_83	-4.5643399508769	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_84	-4.12891744494419	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_85	3.355011731931	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_86	-6.51977417424791	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_87	-5.23614585856163	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_88	-2.91464369478136	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_89	-3.60615821203704	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_9	-2.24360549474262	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_90	-1.06830737962115	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_91	-5.39140754395861	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_92	-4.55226359093541	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_93	-3.21816494123888	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_94	-5.43121509735946	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_95	-2.51874359047932	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_96	-4.6090861956035	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_97	-3.28376121230366	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_98	0.225541322070157	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_99	-6.56436509454636	lotus_japonicus_rhizosphere_vs_lotus_japonicus_root	Others
Cluster_1	4.54847938175985	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_10	4.25780970369086	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_100	3.71370517758105	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_101	11.0779970920174	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_102	-0.238213723106064	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_103	0.102618784737359	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_104	3.13507599186664	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_105	2.2975429825802	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_106	-0.508900564830981	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_107	2.64564015805664	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_108	2.00099279456588	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_109	0.455833863248017	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_11	1.69863406714803	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_110	0.220211074918716	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_111	-0.531883330314649	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_112	1.00686624381446	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_113	2.34788261596474	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_114	-0.433581469232038	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_115	0.724193821051919	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_116	1.0314851426464	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_117	-0.211335910450686	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_118	0.478435946074377	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_119	0.651320948832158	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_12	3.95012611575849	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_120	2.0395659036838	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_121	-3.16557419876375	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_122	0.946070942831156	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_123	3.53454133121475	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_124	3.91733094835766	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_125	0.0844133048236984	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_126	2.21387666376589	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_127	1.88371246269472	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_128	1.5605402001501	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_129	3.982766677204	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_13	3.79084914363295	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_130	1.80144086023914	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_131	2.84373762140813	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_132	2.02696133626323	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_133	0.904210225682547	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_134	-0.826717390163253	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_14	3.37493558446242	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_15	-2.8774152766885	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_16	2.79722397706172	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_17	3.81970358935483	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_18	5.17052553334385	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_19	1.95335250512861	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_2	7.64645643824932	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_20	-1.20930488610633	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_21	3.04105108889899	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_22	1.23572839962431	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_23	1.36241245200195	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_24	-1.03128396135831	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_25	-8.29338881694498	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_26	-8.28449486358301	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_27	-1.8026287982559	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_28	3.38628277664409	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_29	2.58524113445696	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_3	0.64360419934993	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_30	-2.62149093118271	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_31	-0.327872896681342	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_32	1.98974690741377	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_33	-2.16901759726746	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_34	3.60502926361454	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_35	7.10758692586978	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_36	-1.10364008330014	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_37	-1.54229712205075	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_38	0.675764482063897	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_39	3.20910999792373	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_4	1.26363125091124	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_40	1.15329246799566	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_41	-0.674351694275138	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_42	-1.48868700061733	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_43	1.19558802455504	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_44	1.01345912665163	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_45	0.211825468568634	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_46	2.41263059263134	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_47	3.0215478288652	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_48	1.4790450645551	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_49	-1.36100880655594	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_5	3.55855492530819	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_50	-2.06997454608292	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_51	-5.78667834034134	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_52	0.440881759301533	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_53	0.0236293908633485	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_54	-2.20405416470011	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_55	-1.52806534662589	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_56	4.78635346264435	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_57	0.915906750351525	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_58	0.852209932645501	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_59	-1.21774197308224	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_6	5.52319437592181	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_60	1.51703565832396	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_61	-3.00015800490392	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_62	2.42932677822616	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_63	5.32019394675547	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_64	-5.87345916491631	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_65	2.29749289655948	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_66	2.53815062567006	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_67	-3.05287701705951	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_68	0.0423543986945702	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_69	-1.09039938479206	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_7	4.5791727142057	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_70	3.03049352236856	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_71	1.7537454048305	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_72	0.0209920732318452	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_73	0.638998833724628	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_74	-0.791618812185064	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_75	1.76012097931418	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_76	2.16517541871306	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_77	0.0299144658862645	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_78	1.04243141471611	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_79	2.45505741228749	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_8	2.62704519599266	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_80	2.54488358440552	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_81	0.731011936379211	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_82	1.10581510103462	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_83	-0.28430694412809	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_84	1.99205845791854	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_85	1.05920577974411	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_86	0.161509067774062	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_87	1.78990297160523	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_88	-0.387612020794037	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_89	3.17184243088909	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_9	3.68619150609333	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_90	-1.19912763973382	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_91	2.35850488045413	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_92	-0.714033824368151	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_93	0.764191538913686	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_94	-1.36551162912746	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_95	-1.23696167637796	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_96	3.27305125949365	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_97	2.58804668038613	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_98	1.68373321480851	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_99	-1.06341213615022	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root	Others
Cluster_1	0.874931144540469	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere	Others
Cluster_10	3.63196965455538	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere	Others
Cluster_100	-4.12545095191189	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere	Others
Cluster_101	12.3896147371676	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere	Others
