source	target	weight	p
ASV_37	ASV_97	-0.241058235271272	2.51866629836783e-05
ASV_39	ASV_97	-0.26241202360322	4.23761368173459e-06
ASV_39	ASV_166	-0.131145242850707	0.0233280716230391
ASV_166	ASV_216	0.237654794187183	3.2978496156133e-05
ASV_39	ASV_224	-0.166289439497979	0.00393318290171463
ASV_224	ASV_247	0.219394234224217	0.000131043755377647
ASV_224	ASV_251	0.13528599600683	0.0192690890940272
ASV_247	ASV_251	0.161872437156166	0.00501856559959846
ASV_216	ASV_254	0.141092450677133	0.0146173158826546
ASV_251	ASV_298	0.139448401979624	0.0158222795519678
ASV_112	ASV_303	0.168507371981223	0.00347249005028161
ASV_168	ASV_303	0.127526381958667	0.0274603597483345
ASV_88	ASV_336	0.148544115551668	0.0101085455392462
ASV_112	ASV_336	0.173500183002889	0.00260907483565154
ASV_84	ASV_338	0.123213975243847	0.0331909137319046
ASV_303	ASV_338	0.131725457222979	0.0227181794421585
ASV_336	ASV_338	0.135417947387833	0.0191505331061026
ASV_267	ASV_342	0.499149070224204	0
ASV_298	ASV_342	0.143614757878274	0.012925015365318
ASV_88	ASV_349	0.151245983161087	0.0088079840241948
ASV_166	ASV_349	0.142563905194494	0.0136078951956267
ASV_303	ASV_349	0.17471301898745	0.00243125886685469
ASV_254	ASV_384	0.135155740638159	0.019386746666866
ASV_342	ASV_384	0.217167699948473	0.000153883330072935
ASV_37	ASV_390	0	0
ASV_39	ASV_390	0	0
ASV_84	ASV_390	0	0
ASV_88	ASV_390	0	0
ASV_97	ASV_390	0	0
ASV_105	ASV_390	0	0
ASV_112	ASV_390	0	0
ASV_166	ASV_390	0	0
ASV_168	ASV_390	0	0
ASV_216	ASV_390	0	0
ASV_224	ASV_390	0	0
ASV_247	ASV_390	0	0
ASV_251	ASV_390	0	0
ASV_254	ASV_390	0	0
ASV_267	ASV_390	0	0
ASV_298	ASV_390	0	0
ASV_303	ASV_390	0	0
ASV_336	ASV_390	0	0
ASV_338	ASV_390	0	0
ASV_342	ASV_390	0	0
ASV_349	ASV_390	0	0
ASV_384	ASV_390	0	0
ASV_88	ASV_406	0.307578135757865	5.68601175032768e-08
ASV_247	ASV_406	0.193301679898268	0.000778733110510021
ASV_390	ASV_406	0	0
ASV_390	ASV_407	0	0
ASV_88	ASV_409	0.171261806089261	0.00296860996252191
ASV_224	ASV_409	0.132135960628062	0.0222950502295101
ASV_390	ASV_409	0	0
ASV_84	ASV_410	0.119502877292719	0.0389089464298031
ASV_338	ASV_410	0.128560465653104	0.026219905987364
ASV_390	ASV_410	0	0
ASV_409	ASV_410	0.191934110981864	0.000849874713534593
ASV_224	ASV_448	0.214559942902894	0.000185360810646129
ASV_247	ASV_448	0.448552937291758	4.44089209850063e-16
ASV_390	ASV_448	0	0
ASV_406	ASV_448	0.172103591684175	0.00282843172980973
ASV_390	ASV_500	0	0
ASV_390	ASV_503	0	0
ASV_166	ASV_527	0.214936037028201	0.000180476441776101
ASV_168	ASV_527	0.141323536587066	0.0144545679832291
ASV_216	ASV_527	0.15196285475118	0.00848889313507328
ASV_390	ASV_527	0	0
ASV_500	ASV_527	0.134089437483034	0.0203736286952152
ASV_390	ASV_537	0	0
ASV_298	ASV_564	0.15898868674778	0.005865587944198
ASV_390	ASV_564	0	0
ASV_390	ASV_566	0	0
ASV_406	ASV_566	0.579288766109377	0
ASV_88	ASV_591	0.186747273014961	0.00117771604529482
ASV_336	ASV_591	0.207809199527256	0.000297026499723962
ASV_342	ASV_591	0.172548856094714	0.00275674125101233
ASV_390	ASV_591	0	0
