Occu	M2
1	0.107057696748931
2	0.0713146072520596
3	0.0520322079106237
4	0.0378927593821397
5	0.0318695917739855
6	0.0273561409927476
7	0.0233645845951818
8	0.0203813359400604
9	0.0175554803324454
10	0.0157763553117747
11	0.013823101319723
12	0.0125020260399358
13	0.011354141786877
14	0.0104956716924942
15	0.00956151838541941
16	0.00882188784229965
17	0.00799553127002306
18	0.00742861379963045
19	0.00683321775447943
20	0.00629383119153593
