Family	Decrease	P_value	Comparison
Bryobacteraceae	5.40303441568132	1.27647439041719e-25	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Burkholderiaceae	5.74136866616901	4.53058621066792e-31	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Catenulisporaceae	3.30527236832287	9.19866298798888e-11	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Caulobacteraceae	3.48543480197063	2.16052415346653e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Cellulomonadaceae	4.694842830862	1.00904588533885e-18	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Cellvibrionaceae	7.93910859665786	3.98731819466693e-54	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Chitinophagaceae	4.2702919041206	3.44167628178494e-19	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Chloroflexaceae	4.04760120230522	1.67595264946056e-17	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Clostridiaceae	-1.35332134293699	0.997098062468981	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Comamonadaceae	13.5850930191752	2.68171690223887e-158	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Crocinitomicaceae	2.23615866632365	1.06986688785714e-05	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Cytophagaceae	1.70866047842038	0.000225090265992671	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Deinococcaceae	2.95568323862064	1.93235409833566e-09	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Devosiaceae	4.66982354478246	9.73377274084334e-19	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Dongiaceae	4.92927129300413	2.02613668143862e-23	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Enterobacteriaceae	4.32962136670902	9.77635283347208e-19	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Entotheonellaceae	2.68068577578663	2.79065244364149e-09	CAS_vs_chlamydomonas_reinhardtii_phycosphere
env.OPS_17	3.06561393750627	2.54767822294758e-11	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Erwiniaceae	4.19859337571337	1.55005211910535e-17	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Fibrobacteraceae	7.45397127854127	5.16701865242459e-49	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Flavobacteriaceae	7.73070815847969	6.34952880046017e-53	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Frankiaceae	5.17269814994151	5.28788049907343e-27	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Gaiellaceae	7.5214601898839	4.0463513182422e-51	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Geminicoccaceae	3.28601159776557	5.41446206075452e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Gemmatimonadaceae	10.6689381131396	5.5739013728703e-91	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Geobacteraceae	1.50130652107285	0.00306533756421883	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Geodermatophilaceae	6.06495184591449	1.23196333861258e-36	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Glycomycetaceae	3.11001211129248	2.80160178443069e-10	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Gracilibacteraceae	4.70393281423435	1.44700205891118e-22	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Haliangiaceae	3.61176137411094	3.85364786414562e-13	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Herpetosiphonaceae	5.10582269382267	1.28729885270519e-23	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Hymenobacteraceae	3.7115728492049	1.08524422798615e-13	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomicrobiaceae	3.2937595470807	6.53003440843581e-11	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomonadaceae	5.23241030681135	9.86248778931833e-28	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Iamiaceae	-0.133820086612388	0.606071469597589	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Ilumatobacteraceae	3.54492439712412	4.66542585554805e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Intrasporangiaceae	5.56711794046664	2.16371683083381e-29	CAS_vs_chlamydomonas_reinhardtii_phycosphere
KF-JG30-B3	3.20216439201887	1.53500594949213e-11	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Kineosporiaceae	4.67565476046853	3.11760608229715e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Latescibacteraceae	3.53035115478625	2.29416206160406e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Leptospiraceae	3.22180007906691	7.99397306070012e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Methyloligellaceae	0.980434037630488	0.0244616443125617	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Methylophilaceae	6.80000766037824	6.68985972992076e-39	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Microbacteriaceae	6.92378265042922	6.1831923683964e-44	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Micrococcaceae	7.39537996383544	1.7784945323882e-48	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Micromonosporaceae	6.3530058173432	3.4055804476987e-33	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Micropepsaceae	2.42058635869299	1.41514829450759e-06	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Microscillaceae	6.58226101018553	2.10904344838077e-40	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Microtrichaceae	1.935889597583	0.000179494406969396	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Mitochondria	5.14420935881527	1.47166440199254e-22	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Moraxellaceae	4.8917377894843	6.83784779940602e-23	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Mycobacteriaceae	3.68071676743031	1.96092631234521e-15	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Myxococcaceae	6.70474806952846	1.74022404792571e-37	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nakamurellaceae	0.879992693834907	0.0426341919334784	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nannocystaceae	2.83058538470816	4.76552298973467e-10	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nitrosomonadaceae	8.18783424222924	9.34257596143145e-60	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nitrososphaeraceae	4.45180980035154	3.69448652501115e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nitrospiraceae	6.84530313161402	1.70945272912563e-43	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nocardiaceae	3.58699430452322	2.22475164404705e-13	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Nocardioidaceae	9.08475374049326	4.16948962419655e-74	CAS_vs_chlamydomonas_reinhardtii_phycosphere
NS9_marine_group	2.45667292249533	4.3137251067666e-07	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Oligoflexales_fa	4.71697477939539	2.89939854957286e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Oxalobacteraceae	9.49797249228634	5.65137420903844e-76	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Paenibacillaceae	1.25606548004762	0.00469657610659134	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Pedosphaeraceae	9.19128586730432	5.1066911330367e-75	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Peptostreptococcaceae	4.10926102677293	4.29242817313985e-16	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Phaselicystidaceae	3.28237978698706	1.50847808103104e-10	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Phycisphaeraceae	1.56929008095506	0.000483947644094211	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Planococcaceae	4.86214633599297	5.08918887326925e-23	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Polyangiaceae	5.38331322061933	7.95325480319207e-28	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Promicromonosporaceae	3.10442953021304	1.28755058469483e-10	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Propionibacteriaceae	3.8574569624182	1.22948547519377e-15	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Pseudohongiellaceae	3.60900374125576	9.19650101084912e-13	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Pseudomonadaceae	4.01193437346261	1.06339328850434e-17	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Pseudonocardiaceae	4.82459699462689	2.95793678142559e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Reyranellaceae	5.40262022269181	1.41867876881079e-27	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiaceae	6.09976721358592	5.62916613919042e-38	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiales_Incertae_Sedis	6.80265360747161	6.94915426552734e-43	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rhodanobacteraceae	3.18506465131011	6.62554987709313e-11	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rhodobacteraceae	3.68356318409201	1.6546534576915e-14	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rhodocyclaceae	4.7309376866758	1.73772579528257e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Roseiflexaceae	8.59814132526201	8.65589267296676e-52	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Rubrobacteriaceae	3.7434927535006	5.68928187602216e-15	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Saccharimonadaceae	3.0876933411228	1.42146927919017e-10	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Salisediminibacteriaceae	6.54283699376339	4.23713327246407e-35	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Sandaracinaceae	6.20901169321395	8.3191268442978e-34	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Saprospiraceae	4.42994893027823	2.94461274535162e-17	CAS_vs_chlamydomonas_reinhardtii_phycosphere
SC-I-84	9.61527718810886	6.06108504732633e-70	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Solibacteraceae	5.07562512648691	3.28877516247171e-24	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Solimonadaceae	1.34198165221466	0.00431449388152763	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Solirubrobacteraceae	3.90019277850044	2.49125339980089e-16	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Sphingomonadaceae	8.36979595515602	1.65400124974294e-63	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Sporichthyaceae	5.0581327086776	1.04423837505314e-21	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Staphylococcaceae	1.91035300480394	2.12814553705182e-05	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Steroidobacteraceae	3.37410639721945	1.16859753302647e-12	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Streptomycetaceae	4.40769514730293	5.42577172936602e-20	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Streptosporangiaceae	6.76180784232561	2.80609113127454e-42	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Sutterellaceae	2.65050957844845	2.31446457982169e-08	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Thermoanaerobaculaceae	3.45983420305666	5.23371411212959e-13	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Thermomonosporaceae	0.546119031357705	0.149630227473914	CAS_vs_chlamydomonas_reinhardtii_phycosphere
TRA3-20	3.88358400869201	1.52855062545583e-15	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Unknown_Family	5.91570145388994	1.71880944466476e-31	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Xanthobacteraceae	7.37550073659648	7.0550919066658e-48	CAS_vs_chlamydomonas_reinhardtii_phycosphere
Xanthomonadaceae	5.14676655008924	6.36202590302801e-30	CAS_vs_chlamydomonas_reinhardtii_phycosphere
67-14	1.57775053039099	0.000541304418864499	arabidopsis_thaliana_root_vs_lotus_japonicus_root
A21b	0.914613841881554	0.0143679492971512	arabidopsis_thaliana_root_vs_lotus_japonicus_root
A4b	-2.35368269436977	0.999999985107693	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Acidobacteriaceae_(Subgroup_1)	3.20233894694539	1.38677467245544e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Acidobacteriae_fa	1.30833015567447	0.0008552058588692	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Acidothermaceae	0.100751040501656	0.391490289181322	arabidopsis_thaliana_root_vs_lotus_japonicus_root
AKYH767	2.09086976850528	8.66483688557927e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Alcaligenaceae	1.1849138838061	0.00259265774281598	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Alicyclobacillaceae	-2.04674630905657	0.99999985570752	arabidopsis_thaliana_root_vs_lotus_japonicus_root
B1-7BS	-0.137297587590275	0.637160439102078	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Bacillaceae	2.85854897919611	2.6840544284032e-13	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Bacteriovoracaceae	-0.9946610654899	0.990088129380829	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Bdellovibrionaceae	-1.42718987737803	0.999527695115271	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Beijerinckiaceae	2.31827019460091	8.41355905695717e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
BIrii41	1.04494527790446	0.00835475376251588	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Bryobacteraceae	-0.388644983402877	0.817223825441323	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Burkholderiaceae	0.916321793990157	0.0186730640906384	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Catenulisporaceae	-0.881530109057891	0.981325443012607	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Caulobacteraceae	0.0461610619473234	0.458623556099548	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cellulomonadaceae	0.953666427372099	0.00747148059033839	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cellvibrionaceae	-1.33568669304485	0.999019070820307	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Chitinophagaceae	0.71353936098631	0.0495602354945483	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Chloroflexaceae	1.52279119198602	0.000299678512945177	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Clostridiaceae	0.387187124822276	0.177320948251821	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Comamonadaceae	5.6612743659096	3.78695212589213e-38	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Crocinitomicaceae	-1.59451876328152	0.999973063916519	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cytophagaceae	2.10201012127418	2.83425802492704e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Deinococcaceae	-1.60338191116736	0.999947472963334	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Devosiaceae	-0.228259583933678	0.711712831868991	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Dongiaceae	1.7891193705358	2.96491298569486e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Enterobacteriaceae	0.437791643041237	0.148389168396817	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Entotheonellaceae	-3.04709193069588	0.999999999999966	arabidopsis_thaliana_root_vs_lotus_japonicus_root
env.OPS_17	5.45987473696412	4.530973927365e-47	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Erwiniaceae	0.289135639462721	0.271368503298449	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Fibrobacteraceae	2.220879830791	1.44959438640101e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Flavobacteriaceae	1.00012546871772	0.00738478751536785	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Frankiaceae	0.247088690419801	0.289223586123866	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Gaiellaceae	4.48104032357737	1.17550765176977e-32	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Geminicoccaceae	-0.220694612785735	0.710094167482328	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Gemmatimonadaceae	-0.733316961688423	0.955354507386135	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Geobacteraceae	-0.436283258349413	0.85698117636525	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Geodermatophilaceae	-2.16410222501474	0.999999871034163	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Glycomycetaceae	-0.988450898627782	0.991584998690515	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Gracilibacteraceae	-2.26594824486631	0.999999998194708	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Haliangiaceae	3.17894734675759	2.06355956304991e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Herpetosiphonaceae	-1.10134865241078	0.992651533836149	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Hymenobacteraceae	-2.15520792654655	0.999999907980386	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Hyphomicrobiaceae	0.418395114632574	0.16884297300893	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Hyphomonadaceae	-1.4770270564749	0.999912771021015	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Iamiaceae	0.465692304288176	0.120827384092521	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Ilumatobacteraceae	-0.0124515927026891	0.511229250070749	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Intrasporangiaceae	-1.03386305657023	0.986798381676582	arabidopsis_thaliana_root_vs_lotus_japonicus_root
KF-JG30-B3	-2.596591235664	0.999999999105807	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Kineosporiaceae	-1.21378654216865	0.997485354168974	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Latescibacteraceae	0.059420117169573	0.44227580045613	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Leptospiraceae	-2.49353675132956	0.999999999581568	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Methyloligellaceae	0.437877855477055	0.139537129609103	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Methylophilaceae	0.162153511767976	0.344550621378966	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Microbacteriaceae	1.66509836767226	7.88057514746712e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Micrococcaceae	1.4982561518331	5.96640102250986e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Micromonosporaceae	1.14610332487909	0.00310554480256763	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Micropepsaceae	-1.60995039315673	0.999985970395975	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Microscillaceae	2.00471547067776	1.32123119246477e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Microtrichaceae	1.20652070165293	0.00213598349185583	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Mitochondria	2.61867893477716	2.04822031875032e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Moraxellaceae	-2.06948091640314	0.999999918885923	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Mycobacteriaceae	0.199959265117748	0.31713360957677	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Myxococcaceae	1.95178016235671	6.66916714314418e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nakamurellaceae	-2.20802141562945	0.999999995692425	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nannocystaceae	0.364689517131872	0.187446481038528	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nitrosomonadaceae	2.66088323501329	1.29140533221141e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nitrososphaeraceae	-0.136627930163023	0.62725018924193	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nitrospiraceae	-0.782104235619485	0.978381329995746	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nocardiaceae	2.03315807995198	1.37316008975491e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Nocardioidaceae	3.22853032446446	4.97898013359759e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
NS9_marine_group	-1.2395404147752	0.998990293662868	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Oligoflexales_fa	1.65549025705717	1.98332427284424e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Oxalobacteraceae	3.52350451503097	9.89595269675654e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Paenibacillaceae	0.926446757961074	0.0178950068810362	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Pedosphaeraceae	1.46496255495266	0.000133291358679373	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Peptostreptococcaceae	-0.674911121014809	0.954520496794604	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Phaselicystidaceae	1.86289389954361	9.32992219141952e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Phycisphaeraceae	2.71311749794349	4.26779403297047e-13	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Planococcaceae	2.30926532249529	1.24229755322426e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Polyangiaceae	-2.06928500347764	0.999999710238362	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Promicromonosporaceae	2.4750527594383	1.0128685546973e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Propionibacteriaceae	0.616620622680848	0.0699245904481596	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Pseudohongiellaceae	-0.173667443735674	0.655158924770748	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Pseudomonadaceae	-1.05415610518158	0.996011328559444	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Pseudonocardiaceae	1.53082869613722	0.000105736454219304	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Reyranellaceae	-2.27017889879806	0.999999992342293	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rhizobiaceae	2.60991575432374	1.64249214531562e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rhizobiales_Incertae_Sedis	3.82984907675675	1.68760866961921e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rhodanobacteraceae	0.265373562752977	0.249194326059042	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rhodobacteraceae	2.28349432940216	5.87486804370542e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rhodocyclaceae	0.315662457598506	0.243445498437278	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Roseiflexaceae	3.61341229722665	2.4093761867266e-22	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Rubrobacteriaceae	-2.23945544170454	0.999999986987138	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Saccharimonadaceae	2.96525445275778	3.58263224337764e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Salisediminibacteriaceae	4.95200341927849	6.14361052290469e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Sandaracinaceae	-0.139990771426099	0.644752147238633	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Saprospiraceae	0.709247740302132	0.0463014573758978	arabidopsis_thaliana_root_vs_lotus_japonicus_root
SC-I-84	4.28711918429736	1.75931624017404e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Solibacteraceae	1.5395385130877	5.47725684654295e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Solimonadaceae	0.448139434000744	0.143824379729885	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Solirubrobacteraceae	-1.06262488152805	0.9928442224535	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Sphingomonadaceae	4.2583490394389	7.28337416946898e-25	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Sporichthyaceae	0.456398993276785	0.155762426157742	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Staphylococcaceae	1.58895845940058	4.69104880361186e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Steroidobacteraceae	0.325905018285667	0.204761739713422	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Streptomycetaceae	3.00467216886842	4.00014060139746e-13	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Streptosporangiaceae	1.16802244705985	0.00113287186180773	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Sutterellaceae	-1.60246435359514	0.99997157226528	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Thermoanaerobaculaceae	-2.48517632564324	0.999999998411793	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Thermomonosporaceae	-0.122377111664505	0.609091986048794	arabidopsis_thaliana_root_vs_lotus_japonicus_root
TRA3-20	-0.36070258473174	0.79535651916792	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Unknown_Family	0.118903965711574	0.396820211539162	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Xanthobacteraceae	1.4261896166769	0.000202969399277479	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Xanthomonadaceae	4.99994033554268	1.97956535537115e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_root
67-14	7.85717722808434	5.36035875325654e-36	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
A21b	6.58319778675228	7.24750336478292e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
A4b	8.00925977721275	1.449326785791e-32	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Acidobacteriaceae_(Subgroup_1)	1.3061480887315	0.0182232975222176	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Acidobacteriae_fa	2.12589871249793	0.00047339312876304	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Acidothermaceae	1.1049140728915	0.0418700996420913	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
AKYH767	6.25373321546868	7.72470962322038e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Alcaligenaceae	6.38151986342418	5.21800808934661e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Alicyclobacillaceae	-1.10367313456102	0.966774764815963	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
B1-7BS	5.52269482325861	9.40205415883206e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Bacillaceae	6.60620739720856	3.24291774308617e-22	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Bacteriovoracaceae	3.56816384367887	8.22910581754039e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Bdellovibrionaceae	3.89261972242168	7.35297423311105e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Beijerinckiaceae	7.68223563416217	6.42881023742852e-28	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
BIrii41	4.06139361776597	3.62147444218251e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Bryobacteraceae	9.64585405446609	4.65157650456756e-57	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Burkholderiaceae	4.5976298875884	3.71117644738946e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Catenulisporaceae	0.304615612582516	0.316940049068468	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Caulobacteraceae	3.21443771680516	1.24267610401973e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cellulomonadaceae	-0.537350395782454	0.844215127771988	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cellvibrionaceae	8.0268095438075	4.79292708625599e-45	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Chitinophagaceae	0.434392166278165	0.236579695456806	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Chloroflexaceae	2.66244885870083	5.00645613501271e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
