Family	Decrease	P_value	Comparison
Microtrichaceae	4.41819327687318	4.14691341167049e-23	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Mitochondria	1.00898288022523	0.00530177302662172	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Moraxellaceae	2.60728551502552	6.66226026868036e-10	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Mycobacteriaceae	0.601013604255328	0.0640800511232189	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Myxococcaceae	1.71264983998095	3.55574513596525e-05	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nakamurellaceae	3.25992659284908	2.79888779894554e-17	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nannocystaceae	3.27453917385162	1.46055875328624e-14	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nitrosomonadaceae	2.08680608515743	5.64355220628076e-08	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nitrososphaeraceae	2.82190958518357	4.0755399748142e-13	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nitrospiraceae	1.0790173436043	0.00431801430183261	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nocardiaceae	2.75158434435155	1.05791765075269e-11	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Nocardioidaceae	4.18406125737719	1.69332826951112e-23	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
NS9_marine_group	2.90032801984538	1.13918522073005e-13	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Oligoflexales_fa	2.55262918466713	5.1272860717873e-11	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Oxalobacteraceae	12.8536405892538	1.41526947757334e-188	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Paenibacillaceae	-0.198820582837008	0.691972339521131	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Pedosphaeraceae	4.06368561379343	2.73785478861785e-23	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Peptostreptococcaceae	2.05319300900644	1.41997118702624e-06	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Phaselicystidaceae	2.70362442024175	8.28617964434915e-12	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Phycisphaeraceae	2.63218680191056	3.24985389561902e-10	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Planococcaceae	2.97208952048716	1.20721827124572e-12	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Polyangiaceae	1.77691695767659	1.35211745135453e-05	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Promicromonosporaceae	1.16999066914487	0.00210563494614692	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Propionibacteriaceae	1.3701046943438	0.000459032926738986	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Pseudohongiellaceae	2.77211774793114	9.81574838468192e-12	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Pseudomonadaceae	4.50622635879813	2.92635651664333e-28	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Pseudonocardiaceae	4.82202868550481	2.14366329108431e-32	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Reyranellaceae	1.61395954049949	4.29564599213079e-05	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiaceae	4.6785899957281	2.71277724849425e-32	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiales_Incertae_Sedis	0.527347367263374	0.081444854124083	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rhodanobacteraceae	3.77682181019548	1.74660220657659e-21	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rhodobacteraceae	3.61745976760896	1.62751288390218e-21	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rhodocyclaceae	2.06050454461376	2.64823879726249e-08	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Roseiflexaceae	7.76534441437521	1.8958719566929e-78	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Rubrobacteriaceae	3.55466941323218	1.02887180318414e-18	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Saccharimonadaceae	3.95249065761774	1.46025960919457e-18	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Salisediminibacteriaceae	3.24517655784086	7.88843089107747e-16	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Sandaracinaceae	3.62325426312061	3.51173351445891e-21	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Saprospiraceae	1.46794349626098	0.000141198843342299	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
SC-I-84	1.42633226311249	0.000146941178557701	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Solibacteraceae	1.59133161418121	5.14910684047644e-05	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Solimonadaceae	4.39744430671632	1.60744566645644e-27	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Solirubrobacteraceae	-0.679409270329174	0.953761961166764	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Sphingomonadaceae	3.51666664720072	1.94949600524628e-17	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Sporichthyaceae	-0.938878438097511	0.981867011820238	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Staphylococcaceae	2.41135000303908	5.57345951036214e-09	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Steroidobacteraceae	3.07920620798445	2.09284703880971e-14	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Streptomycetaceae	3.23814335393991	2.14567743979956e-16	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Streptosporangiaceae	1.09631183960829	0.00351199676811518	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Sutterellaceae	2.48217915206376	4.33212749787906e-11	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Thermoanaerobaculaceae	1.89371425426145	1.82190870271524e-06	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Thermomonosporaceae	1.35787387848262	0.000696676863667251	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
TRA3-20	0.158762635538686	0.340829559995946	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Unknown_Family	1.30276494254596	0.000501575702467192	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Xanthobacteraceae	4.0380594360774	1.53852492303032e-22	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
Xanthomonadaceae	5.02932561008191	8.14980089081087e-32	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere
67-14	5.32732090155082	1.6275525946149e-27	arabidopsis_thaliana_rhizoplane_vs_CAS
A21b	4.39453146913601	4.38092971782624e-20	arabidopsis_thaliana_rhizoplane_vs_CAS
A4b	2.77295602652839	6.65313178616707e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Acidobacteriaceae_(Subgroup_1)	2.14187895913817	1.41193773064895e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Acidobacteriae_fa	-1.01101258886877	0.9815181283481	arabidopsis_thaliana_rhizoplane_vs_CAS
Acidothermaceae	1.87496506058999	1.83953543457213e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
AKYH767	3.0603574620428	8.2815261919083e-12	arabidopsis_thaliana_rhizoplane_vs_CAS
Alcaligenaceae	-2.15079056033328	0.999992649225412	arabidopsis_thaliana_rhizoplane_vs_CAS
Alicyclobacillaceae	0.388750011741053	0.212947127616174	arabidopsis_thaliana_rhizoplane_vs_CAS
B1-7BS	-1.92819147991082	0.999944055594247	arabidopsis_thaliana_rhizoplane_vs_CAS
Bacillaceae	6.17912449300309	5.1171844171924e-34	arabidopsis_thaliana_rhizoplane_vs_CAS
Bacteriovoracaceae	2.66891539956751	7.88880919987222e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Bdellovibrionaceae	-1.00173449346914	0.981794847377089	arabidopsis_thaliana_rhizoplane_vs_CAS
Beijerinckiaceae	2.23628983290743	2.08359168340623e-06	arabidopsis_thaliana_rhizoplane_vs_CAS
BIrii41	-0.0613606895028909	0.551938167118517	arabidopsis_thaliana_rhizoplane_vs_CAS
Bryobacteraceae	3.57991619322071	9.87597054024088e-15	arabidopsis_thaliana_rhizoplane_vs_CAS
Burkholderiaceae	-1.27905412685227	0.996546698553254	arabidopsis_thaliana_rhizoplane_vs_CAS
Catenulisporaceae	2.9401295375354	4.27740165614527e-10	arabidopsis_thaliana_rhizoplane_vs_CAS
Caulobacteraceae	0.6579965527539	0.0901481830215695	arabidopsis_thaliana_rhizoplane_vs_CAS
Cellulomonadaceae	5.7259775680369	7.02705885224588e-34	arabidopsis_thaliana_rhizoplane_vs_CAS
Cellvibrionaceae	1.76076301797822	9.42541938618967e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Chitinophagaceae	0.0582518741580031	0.452130902833404	arabidopsis_thaliana_rhizoplane_vs_CAS
Chloroflexaceae	3.03376863978401	1.6901757108651e-10	arabidopsis_thaliana_rhizoplane_vs_CAS
Clostridiaceae	2.7641152592703	1.58909387142266e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Comamonadaceae	-5.6697313980996	1	arabidopsis_thaliana_rhizoplane_vs_CAS
Crocinitomicaceae	1.26632264348237	0.003642416731166	arabidopsis_thaliana_rhizoplane_vs_CAS
Cytophagaceae	-3.70642606621142	0.999999999999926	arabidopsis_thaliana_rhizoplane_vs_CAS
Deinococcaceae	5.055978631241	9.82241500114369e-24	arabidopsis_thaliana_rhizoplane_vs_CAS
Devosiaceae	1.59434469112719	0.000694894418333557	arabidopsis_thaliana_rhizoplane_vs_CAS
Dongiaceae	0.750834984048538	0.0529764182852193	arabidopsis_thaliana_rhizoplane_vs_CAS
Enterobacteriaceae	1.40949373053122	0.000740805959914074	arabidopsis_thaliana_rhizoplane_vs_CAS
Entotheonellaceae	-0.316459012068719	0.749122436434219	arabidopsis_thaliana_rhizoplane_vs_CAS
env.OPS_17	1.02880148630486	0.0177983408555205	arabidopsis_thaliana_rhizoplane_vs_CAS
Erwiniaceae	2.53027035784298	4.56005636145091e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Fibrobacteraceae	-3.14666353987586	0.999999999978354	arabidopsis_thaliana_rhizoplane_vs_CAS
Flavobacteriaceae	0.93535606464512	0.0252911299692724	arabidopsis_thaliana_rhizoplane_vs_CAS
Frankiaceae	0.781807576921878	0.0685091931929711	arabidopsis_thaliana_rhizoplane_vs_CAS
Gaiellaceae	6.52440265940255	1.23604523537052e-43	arabidopsis_thaliana_rhizoplane_vs_CAS
Geminicoccaceae	2.57209718511874	1.8699408831725e-07	arabidopsis_thaliana_rhizoplane_vs_CAS
Gemmatimonadaceae	9.4166764566377	1.94585476905926e-79	arabidopsis_thaliana_rhizoplane_vs_CAS
Geobacteraceae	-0.016004198208762	0.513614907455746	arabidopsis_thaliana_rhizoplane_vs_CAS
Geodermatophilaceae	-1.11880541014379	0.992117111327194	arabidopsis_thaliana_rhizoplane_vs_CAS
Glycomycetaceae	2.27947427519105	5.81856869757171e-07	arabidopsis_thaliana_rhizoplane_vs_CAS
Gracilibacteraceae	2.28505457069308	2.05609312268015e-06	arabidopsis_thaliana_rhizoplane_vs_CAS
Haliangiaceae	0.229413350743172	0.327660157049919	arabidopsis_thaliana_rhizoplane_vs_CAS
Herpetosiphonaceae	-1.10602404636548	0.98855467733548	arabidopsis_thaliana_rhizoplane_vs_CAS
Hymenobacteraceae	1.34155561914247	0.0022994457506177	arabidopsis_thaliana_rhizoplane_vs_CAS
Hyphomicrobiaceae	0.140243992269845	0.37684279279498	arabidopsis_thaliana_rhizoplane_vs_CAS
Hyphomonadaceae	-0.51006528046878	0.867303786353495	arabidopsis_thaliana_rhizoplane_vs_CAS
Iamiaceae	-0.770640531849978	0.938467968932805	arabidopsis_thaliana_rhizoplane_vs_CAS
Ilumatobacteraceae	3.10908968163349	7.43037950287791e-10	arabidopsis_thaliana_rhizoplane_vs_CAS
Intrasporangiaceae	0.110734720047887	0.408254587660732	arabidopsis_thaliana_rhizoplane_vs_CAS
KF-JG30-B3	1.91445179372452	2.38101503812309e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Kineosporiaceae	2.79971028652756	5.4353825062085e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Latescibacteraceae	2.15779001539114	1.51724944391095e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Leptospiraceae	-1.4345828622869	0.99842446019904	arabidopsis_thaliana_rhizoplane_vs_CAS
Methyloligellaceae	3.21486302650248	2.60093407187086e-12	arabidopsis_thaliana_rhizoplane_vs_CAS
Methylophilaceae	0.658366218456749	0.103292276019025	arabidopsis_thaliana_rhizoplane_vs_CAS
Microbacteriaceae	1.02694276620051	0.0214032632142791	arabidopsis_thaliana_rhizoplane_vs_CAS
Micrococcaceae	2.67014039621311	8.74768910269142e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Micromonosporaceae	6.37456692429419	2.95533794643925e-39	arabidopsis_thaliana_rhizoplane_vs_CAS
Micropepsaceae	1.85706281038094	8.46159763169175e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Microscillaceae	-0.989567729317343	0.983185686701423	arabidopsis_thaliana_rhizoplane_vs_CAS
Microtrichaceae	1.66901905162358	0.000368156893254769	arabidopsis_thaliana_rhizoplane_vs_CAS
Mitochondria	-2.81742324135247	0.999999953408337	arabidopsis_thaliana_rhizoplane_vs_CAS
Moraxellaceae	-0.872695595047887	0.971739793275736	arabidopsis_thaliana_rhizoplane_vs_CAS
Mycobacteriaceae	8.08660733891294	4.52917204756619e-63	arabidopsis_thaliana_rhizoplane_vs_CAS
Myxococcaceae	1.31818956456225	0.00176888078004267	arabidopsis_thaliana_rhizoplane_vs_CAS
Nakamurellaceae	5.21829695013112	4.56433266967268e-27	arabidopsis_thaliana_rhizoplane_vs_CAS
Nannocystaceae	2.51072483222383	6.83973858145225e-07	arabidopsis_thaliana_rhizoplane_vs_CAS
Nitrosomonadaceae	7.95510855510851	3.15486133682189e-62	arabidopsis_thaliana_rhizoplane_vs_CAS
Nitrososphaeraceae	-2.36308888835072	0.999999756757918	arabidopsis_thaliana_rhizoplane_vs_CAS
Nitrospiraceae	2.74084835274742	2.82329425716172e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Nocardiaceae	-0.799149735182965	0.95125174633094	arabidopsis_thaliana_rhizoplane_vs_CAS
Nocardioidaceae	4.23395710800554	8.02247504089794e-19	arabidopsis_thaliana_rhizoplane_vs_CAS
NS9_marine_group	-0.140079277743283	0.610067550561372	arabidopsis_thaliana_rhizoplane_vs_CAS
Oligoflexales_fa	3.53321923741896	1.59244599303153e-14	arabidopsis_thaliana_rhizoplane_vs_CAS
Oxalobacteraceae	-3.10304680933865	0.999999999884239	arabidopsis_thaliana_rhizoplane_vs_CAS
Paenibacillaceae	1.08595415143289	0.014719623701704	arabidopsis_thaliana_rhizoplane_vs_CAS
Pedosphaeraceae	8.09641105446148	8.15495870039702e-59	arabidopsis_thaliana_rhizoplane_vs_CAS
Peptostreptococcaceae	3.73311762690345	7.89293549580962e-15	arabidopsis_thaliana_rhizoplane_vs_CAS
Phaselicystidaceae	2.03248332485654	1.40191639866362e-05	arabidopsis_thaliana_rhizoplane_vs_CAS
Phycisphaeraceae	5.28179049297803	7.98281914937593e-28	arabidopsis_thaliana_rhizoplane_vs_CAS
Planococcaceae	2.34909195336374	7.6595164676403e-07	arabidopsis_thaliana_rhizoplane_vs_CAS
Polyangiaceae	1.32167714961018	0.0028206462879578	arabidopsis_thaliana_rhizoplane_vs_CAS
Promicromonosporaceae	0.778486214569043	0.0492639660301415	arabidopsis_thaliana_rhizoplane_vs_CAS
Propionibacteriaceae	2.94929938755818	1.26520260584381e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Pseudohongiellaceae	2.83533532239299	2.38918135247931e-09	arabidopsis_thaliana_rhizoplane_vs_CAS
Pseudomonadaceae	-3.39436972888997	0.999999999997209	arabidopsis_thaliana_rhizoplane_vs_CAS
Pseudonocardiaceae	7.27544067245191	8.00229813697729e-49	arabidopsis_thaliana_rhizoplane_vs_CAS
Reyranellaceae	-1.84454736143933	0.999909045898518	arabidopsis_thaliana_rhizoplane_vs_CAS
Rhizobiaceae	0.748207666166223	0.0509183202127418	arabidopsis_thaliana_rhizoplane_vs_CAS
Rhizobiales_Incertae_Sedis	0.625233997604369	0.103237709788538	arabidopsis_thaliana_rhizoplane_vs_CAS
Rhodanobacteraceae	-1.06627746565447	0.988247138059155	arabidopsis_thaliana_rhizoplane_vs_CAS
Rhodobacteraceae	0.958830442670305	0.0229939503473098	arabidopsis_thaliana_rhizoplane_vs_CAS
Rhodocyclaceae	3.3423450817084	1.254197478241e-12	arabidopsis_thaliana_rhizoplane_vs_CAS
Roseiflexaceae	6.22549372189862	1.163219768443e-40	arabidopsis_thaliana_rhizoplane_vs_CAS
Rubrobacteriaceae	-1.46423006328129	0.998616137510263	arabidopsis_thaliana_rhizoplane_vs_CAS
Saccharimonadaceae	2.24331231123527	9.40661484091364e-07	arabidopsis_thaliana_rhizoplane_vs_CAS
Salisediminibacteriaceae	3.14609593712025	6.0365071627923e-11	arabidopsis_thaliana_rhizoplane_vs_CAS
Sandaracinaceae	6.80588101955991	1.51138080988524e-41	arabidopsis_thaliana_rhizoplane_vs_CAS
Saprospiraceae	1.4744774660408	0.00100617518538866	arabidopsis_thaliana_rhizoplane_vs_CAS
SC-I-84	3.24234511380276	3.07304688105022e-12	arabidopsis_thaliana_rhizoplane_vs_CAS
Solibacteraceae	0.583666581692043	0.118957231918088	arabidopsis_thaliana_rhizoplane_vs_CAS
Solimonadaceae	0.469404892226791	0.175612319476135	arabidopsis_thaliana_rhizoplane_vs_CAS
Solirubrobacteraceae	1.44899470852073	0.00207451633909126	arabidopsis_thaliana_rhizoplane_vs_CAS
Sphingomonadaceae	4.15012922552833	4.02467587496124e-18	arabidopsis_thaliana_rhizoplane_vs_CAS
Sporichthyaceae	0.45768121607712	0.174229338287311	arabidopsis_thaliana_rhizoplane_vs_CAS
Staphylococcaceae	1.27396033728212	0.00323261637096258	arabidopsis_thaliana_rhizoplane_vs_CAS
Steroidobacteraceae	-0.572949362978903	0.885255696235813	arabidopsis_thaliana_rhizoplane_vs_CAS
Streptomycetaceae	4.94696008737206	1.91682710323785e-24	arabidopsis_thaliana_rhizoplane_vs_CAS
Streptosporangiaceae	2.04398332105964	3.0162413141126e-06	arabidopsis_thaliana_rhizoplane_vs_CAS
Sutterellaceae	3.44734475741528	7.01867826504118e-13	arabidopsis_thaliana_rhizoplane_vs_CAS
Thermoanaerobaculaceae	0.814348823887912	0.0442891490345686	arabidopsis_thaliana_rhizoplane_vs_CAS
Thermomonosporaceae	-0.0105864264900788	0.509058286896358	arabidopsis_thaliana_rhizoplane_vs_CAS
TRA3-20	2.06954609533452	8.82709662698863e-06	arabidopsis_thaliana_rhizoplane_vs_CAS
Unknown_Family	5.11928298521829	1.68076590280936e-25	arabidopsis_thaliana_rhizoplane_vs_CAS
Xanthobacteraceae	-0.0665081636617089	0.55647866835609	arabidopsis_thaliana_rhizoplane_vs_CAS
Xanthomonadaceae	1.31950047811745	0.00291890093528021	arabidopsis_thaliana_rhizoplane_vs_CAS
67-14	2.32443263324276	1.15961866637855e-11	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
A21b	-0.702477087294767	0.971155041355604	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
A4b	-1.33891080189725	0.999838891624446	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Acidobacteriaceae_(Subgroup_1)	-0.344803834576194	0.83467018045984	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Acidobacteriae_fa	2.95564527556178	4.3699595535959e-18	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Acidothermaceae	-2.00563717283088	0.999999974389459	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
AKYH767	-2.05994700389926	0.999999984221566	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Alcaligenaceae	-1.16854282024069	0.999243932497386	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Alicyclobacillaceae	-0.295820615821	0.813474768391838	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
B1-7BS	-0.00776156896839453	0.508468225428636	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Bacillaceae	-1.27067482781079	0.999716046717384	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Bacteriovoracaceae	-2.10333844402949	0.999999990264776	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Bdellovibrionaceae	2.05821489074052	3.25330392434427e-09	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Beijerinckiaceae	0.687305207335196	0.0341514411470564	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
BIrii41	-0.408903096880508	0.865726461623625	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Bryobacteraceae	1.21271989843641	0.000202645369593848	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Burkholderiaceae	-0.851790763996675	0.991687094899633	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Catenulisporaceae	-1.35698102260331	0.999918410972181	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Caulobacteraceae	-0.857597874656797	0.989982530340238	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Cellulomonadaceae	-1.03957173152145	0.998912732755828	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Cellvibrionaceae	-0.470083742409191	0.886095248170123	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Chitinophagaceae	0.187129124029756	0.300125277570878	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Chloroflexaceae	-0.624709500361313	0.960191467924187	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Clostridiaceae	-0.773619651903417	0.977864905183929	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Comamonadaceae	3.52949684379738	1.92098924411821e-25	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Crocinitomicaceae	2.95828536184075	1.14426066095678e-17	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Cytophagaceae	-0.28032883759845	0.78293627248812	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Deinococcaceae	-1.29567883427249	0.999876938957099	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Devosiaceae	-0.0107136247230919	0.512078508190568	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Dongiaceae	-0.758037752818765	0.981018354071046	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Enterobacteriaceae	-1.52191892139557	0.999996336536791	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Entotheonellaceae	0.505230937773366	0.0738595906922785	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
env.OPS_17	-0.0649205217284639	0.570597245535808	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Erwiniaceae	1.65963119275066	4.97242989858647e-06	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Fibrobacteraceae	1.20559108717566	0.000181708172637782	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Flavobacteriaceae	-0.571461268242142	0.941562820170337	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Frankiaceae	-1.57496377464775	0.999993597030292	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Gaiellaceae	1.22691570582602	0.000309536560938409	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Geminicoccaceae	0.201460406183426	0.286683434776847	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Gemmatimonadaceae	0.433994413459359	0.11386710675357	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Geobacteraceae	0.811614580354828	0.0155219841845927	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Geodermatophilaceae	-0.733578727704312	0.979219833320854	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Glycomycetaceae	1.39109800284853	7.39437481691118e-05	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Gracilibacteraceae	-0.0354213256098035	0.540205822600236	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Haliangiaceae	-1.27682535196743	0.999755643670372	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Herpetosiphonaceae	1.5584969263346	2.25518033103229e-06	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Hymenobacteraceae	-0.968622104281906	0.996658105872846	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Hyphomicrobiaceae	-0.0228671999125503	0.525264257816738	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Hyphomonadaceae	0.429032861546524	0.111724371549089	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Iamiaceae	-0.140087341092858	0.640387086697006	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Ilumatobacteraceae	-0.555357054358264	0.937115531024633	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Intrasporangiaceae	2.50426068047209	3.18121973123317e-13	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
KF-JG30-B3	-2.23877631362173	0.999999999451073	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Kineosporiaceae	-0.421445580714717	0.882917418101421	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Latescibacteraceae	0.055502134371153	0.440682624510023	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
Leptospiraceae	-2.1421797066939	0.999999985153387	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root
