Family	Mean	P_value_F	P_value_W	P_adjust_W	P_value_T	P_adjust_T
67-14	42.024924059126	0.28996932344623	6.44364654734511e-65	4.44611611766813e-63	2.99480635457752e-60	2.03646832111271e-58
A21b	42.203399832117	0.264623643038918	5.62066352404823e-81	4.15929100779569e-79	7.50995068195611e-76	5.48226399782796e-74
A4b	37.7127273581483	0.404752589124748	6.9437336517986e-15	1.80537074946764e-13	2.79390517420731e-13	7.82293448778047e-12
Acidobacteriaceae_(Subgroup_1)	37.0075361796677	0.412309578538892	6.8687086596608e-13	1.44242881852877e-11	1.00255580535334e-09	1.90485603017135e-08
Acidobacteriae_fa	38.4417942578091	0.383322006000395	2.06427900894185e-21	8.2571160357674e-20	3.1949495111136e-19	1.30992929955658e-17
Acidothermaceae	34.3491791865318	0.48135290516577	0.0659105848031062	0.197731754409319	0.596536743708477	1
AKYH767	42.6093559629905	0.292858214958488	3.34395983123209e-63	2.27389268523782e-61	1.17055210657799e-64	8.42797516736153e-63
Alcaligenaceae	38.1672606754103	0.373471442472608	7.63260558380323e-25	3.28202040103539e-23	2.12545313292137e-19	8.92690315826975e-18
Alicyclobacillaceae	37.723447400878	0.403260922725103	2.68479175235894e-15	7.24893773136914e-14	2.23940191688762e-13	6.4942655589741e-12
All_BS	99.6633552662434	0.000120581286121684	0	0	0	0
All_PM	34.4456555006925	0.499541285177271	0.500013592969285	1	0.5	1
B1-7BS	41.0429768182139	0.308287560227401	1.9286689811278e-54	1.19577476829924e-52	2.62011621909318e-51	1.62447205583777e-49
Bacillaceae	56.735008761716	0.0539841574741003	8.37046232758561e-285	8.70528082068903e-283	0	0
Bacteriovoracaceae	35.9978821468679	0.44917793918993	2.00269478466044e-05	0.000120161687079626	0.000262610489803912	0.00183827342862738
Bdellovibrionaceae	36.7999160039665	0.418084831886077	1.79662573203316e-11	3.23392631765969e-10	2.51854073159516e-08	4.02966517055226e-07
Beijerinckiaceae	45.4202271544438	0.193977344209822	2.47475406861074e-135	2.15303603969134e-133	1.54955983581945e-141	1.34811705716292e-139
BIrii41	37.2813778615381	0.406001406500596	1.52163383298941e-14	3.80408458247352e-13	1.85444476040988e-11	4.45066742498371e-10
Bryobacteraceae	49.4647585496218	0.131966520563747	1.08381304282688e-194	1.05129865154207e-192	1.37949551815535e-227	1.33811065261069e-225
Burkholderiaceae	39.0720380488395	0.363573658301305	1.44355892633437e-28	6.78472695377154e-27	1.88971856820452e-25	8.69270541374079e-24
Catenulisporaceae	36.3266779648732	0.429862166314479	7.21668222672398e-09	1.01033551174136e-07	5.50140809520388e-06	7.025693012279e-05
Caulobacteraceae	52.0846361166642	0.0949961295936832	2.89920286582985e-235	2.92819489448815e-233	2.26592600885554e-295	2.2885852689441e-293
Cellulomonadaceae	38.0412301822596	0.383820352434646	3.02802717914877e-21	1.18093059986802e-19	2.70568753475697e-17	9.74047512512509e-16
Cellvibrionaceae	37.3128934648156	0.395515050736895	1.53437689633161e-17	4.60313068899483e-16	1.12535963133379e-12	2.81339907833447e-11
Chitinophagaceae	47.8685059049397	0.156907452598063	1.6542650094758e-169	1.53846645881249e-167	9.34417257506105e-190	8.69008049480678e-188
Chloroflexaceae	48.688215491328	0.15320147530782	3.87286205503216e-173	3.67921895228055e-171	2.75813911012919e-196	2.62023215462273e-194
Clostridiaceae	40.4686552842093	0.316831967026499	7.03950596188111e-50	4.15330851750986e-48	1.10882662959144e-44	6.5420771145895e-43
Comamonadaceae	100.161993863568	5.14367724015576e-05	0	0	0	0
Crocinitomicaceae	40.9932782471543	0.301703653360002	4.25699987288713e-58	2.76704991737663e-56	1.40426985921078e-52	8.98732709894899e-51
Cytophagaceae	36.3167026970521	0.43765357249465	2.34589190180382e-07	2.5804810919842e-06	9.06022065584928e-06	9.06022065584928e-05
Deinococcaceae	40.1797609101234	0.330813493636175	7.38495760095722e-43	4.13557625653604e-41	2.50284800239784e-39	1.40159488134279e-37
Devosiaceae	37.7406987311322	0.39310089533713	2.834940419568e-18	9.0718093426176e-17	1.07549648875789e-14	3.54913841290104e-13
Dongiaceae	40.7840921709267	0.302291381726623	9.12972028298664e-58	5.75172377828158e-56	1.80658315403195e-52	1.13814738704013e-50
Enterobacteriaceae	37.1862158812985	0.419515786029773	3.90264513365232e-11	6.63449672720894e-10	7.908817216642e-10	1.5817634433284e-08
Entotheonellaceae	33.7312991691528	0.511314403476788	0.819738740734558	1	0.949667557325449	1
env.OPS_17	37.5693714052001	0.388832486453578	1.30588106051444e-19	4.70117181785198e-18	1.32442344635739e-14	4.23815502834365e-13
Erwiniaceae	39.4591135734992	0.350143601349836	4.640818189153e-34	2.22759273079344e-32	7.46494591736265e-30	3.6578234995077e-28
Fibrobacteraceae	68.7427772074937	0.0135244982385014	0	0	0	0
Flavobacteriaceae	76.8604212596275	0.00376668954619275	0	0	0	0
Frankiaceae	36.4126367495181	0.440605705940188	7.9360221268396e-07	7.9360221268396e-06	7.63005993026453e-06	8.39306592329098e-05
Gaiellaceae	66.0204245937049	0.0204684625127116	0	0	0	0
Geminicoccaceae	35.9416379999925	0.43449147583062	5.9818227649728e-08	7.17818731796736e-07	8.86243213093328e-05	0.000797618891783995
Gemmatimonadaceae	85.3032168883632	0.000839852873966416	0	0	0	0
Geobacteraceae	36.7910381755278	0.412703364976786	8.63937767471944e-13	1.72787553494389e-11	7.04152308825854e-09	1.26747415588654e-07
Geodermatophilaceae	41.0947077719661	0.300699371459506	1.14985572833436e-58	7.70403337984021e-57	2.34448686320309e-53	1.54736132971404e-51
Glycomycetaceae	37.6491730259375	0.401317287308946	7.61831445180339e-16	2.13312804650495e-14	9.20905567341846e-14	2.76271670202554e-12
Gracilibacteraceae	37.7124251508891	0.411479844374251	4.22261674287835e-13	1.0134280182908e-11	8.35042041673271e-13	2.1711093083505e-11
Haliangiaceae	50.9854243876024	0.129088590986591	1.03659457222252e-197	1.01586268077807e-195	3.97158553983804e-237	3.93186968443966e-235
Herpetosiphonaceae	35.9616513000884	0.442538379421244	1.71077031539904e-06	1.53969328385914e-05	0.000197366944496334	0.00157893555597067
Hymenobacteraceae	37.0338507897174	0.413988441061048	1.81357368758722e-12	3.44579000641572e-11	6.86319895777816e-10	1.44127178113341e-08
Hyphomicrobiaceae	41.7535195486942	0.287823313843575	3.30962421506107e-66	2.34983319269336e-64	7.90112059784909e-64	5.60979562447285e-62
Hyphomonadaceae	39.3259810916135	0.345960358269768	7.11025964991659e-36	3.55512982495829e-34	5.0167170960555e-31	2.50835854802775e-29
Iamiaceae	43.9441322889462	0.221340863901673	1.32935762517414e-112	1.11666040514628e-110	2.53573536729153e-112	2.10466035485197e-110
Ilumatobacteraceae	43.2089508735781	0.251924662836173	1.04790369068403e-89	8.27843915640384e-88	5.67176553533957e-89	4.48069477291826e-87
Intrasporangiaceae	39.7575406369302	0.333432552899769	1.32480484211194e-41	7.15394614740448e-40	3.19196584768582e-36	1.69174189927348e-34
KF-JG30-B3	36.4742013949713	0.426614060621188	1.50858641884628e-09	2.41373827015405e-08	9.09582213324849e-07	1.36437331998727e-05
Kineosporiaceae	40.1067953508316	0.338510458529313	3.14725547628168e-39	1.63657284766647e-37	6.93414569707619e-37	3.8137801333919e-35
Latescibacteraceae	41.15285059815	0.30072972758748	1.19637630089581e-58	7.89608358591235e-57	3.42214053803694e-54	2.29283416048475e-52
Leptospiraceae	37.1398036492676	0.41193265661654	5.5097126756089e-13	1.21213678863396e-11	2.83486487298891e-10	6.2367027205756e-09
Methyloligellaceae	46.1934175644772	0.176172631926889	2.91760628036473e-151	2.6550217151319e-149	1.7719356962262e-160	1.59474212660358e-158
Methylophilaceae	69.9892434557105	0.0116086892729876	0	0	0	0
Microbacteriaceae	40.4112370654824	0.314152195506956	2.74708156095988e-51	1.64824893657593e-49	5.51116364729577e-45	3.30669818837746e-43
Micrococcaceae	48.2813576769087	0.154604603000872	9.27229777990037e-172	8.71595991310635e-170	3.27403465310881e-193	3.07759257392228e-191
Micromonosporaceae	49.9265140524254	0.128501705845747	2.49462216812726e-198	2.46967594644599e-196	1.78330784066643e-235	1.7476416838531e-233
Micropepsaceae	35.1426934831218	0.469223945588327	0.00643842848371289	0.0321921424185644	0.0509699894546166	0.254849947273083
Microscillaceae	52.2947281943107	0.0905287194267414	1.9828955963071e-240	2.02255350823324e-238	3.50629147259105e-302	3.57641730204287e-300
Microtrichaceae	38.183898891395	0.388761655488304	1.23963085416847e-19	4.58663416042334e-18	9.06621546493391e-18	3.53582403132423e-16
Mitochondria	38.0589628802263	0.384684658856147	5.86256856381943e-21	2.22777605425138e-19	1.26222913824485e-17	4.79647072533043e-16
Moraxellaceae	34.946826037587	0.471487163573996	0.0106041461807495	0.042416584722998	0.116165562392246	0.464662249568984
Mycobacteriaceae	53.3462733219048	0.0879315840333513	1.85624486909748e-243	1.9119322151704e-241	9.97162811688471e-319	1.02707769603913e-316
Myxococcaceae	43.0418656141542	0.266675211354541	1.30997284538024e-79	9.56280177127575e-78	1.59372996950643e-78	1.19529747712982e-76
Nakamurellaceae	40.9923949895989	0.301948188835353	5.84908881650243e-58	3.74341684256156e-56	2.52121180343936e-53	1.63878767223558e-51
Nannocystaceae	35.589052020445	0.447768908916438	1.21589494749646e-05	8.51126463247522e-05	0.00294884955608094	0.0176930973364856
Nitrosomonadaceae	71.0024867550167	0.0100470351338452	0	0	0	0
