Family	Mean	P_value_F	P_value_W	P_adjust_W	P_value_T	P_adjust_T
67-14	22.0129262436411	0.757011000723488	1	1	1	1
A21b	23.3282025816469	0.7081426940389	1	1	1	1
A4b	24.9529137570502	0.655073436532925	1	1	1	1
Acidobacteriaceae_(Subgroup_1)	24.1122572599259	0.683915974237766	1	1	1	1
Acidobacteriae_fa	24.2706485842667	0.67821323830741	1	1	1	1
Acidothermaceae	25.6725378411924	0.634371400479964	1	1	1	1
AKYH767	25.3611019168531	0.642365180846632	1	1	1	1
Alcaligenaceae	24.1290534283928	0.68357193812072	1	1	1	1
Alicyclobacillaceae	26.6678694510442	0.609093178134818	1	1	1	1
All_BS	40.6641201447335	0.212648892591587	1.35898107710873e-119	1.64436710330156e-117	4.04510196010716e-132	4.89457337172966e-130
All_PM	29.8292335014007	0.499541285177271	0.500013592969285	1	0.5	1
B1-7BS	25.2344255173364	0.652684577906473	1	1	1	1
Bacillaceae	22.2991165520563	0.745592880476119	1	1	1	1
Bacteriovoracaceae	25.925940602814	0.632913463111402	1	1	1	1
Bdellovibrionaceae	23.46888576049	0.704212418691955	1	1	1	1
Beijerinckiaceae	21.5697458139184	0.770515261543339	1	1	1	1
BIrii41	24.9783330505061	0.658866266078208	1	1	1	1
Bryobacteraceae	20.3420158015616	0.82074031850324	1	1	1	1
Burkholderiaceae	25.5152946223718	0.641813711188426	1	1	1	1
Catenulisporaceae	25.2042902287872	0.652285732113916	1	1	1	1
Caulobacteraceae	22.3104227452222	0.748275181672994	1	1	1	1
Cellulomonadaceae	25.5207722268244	0.639855740934058	1	1	1	1
Cellvibrionaceae	22.5969866749474	0.7378326736497	1	1	1	1
Chitinophagaceae	21.7001057812	0.771753116984085	1	1	1	1
Chloroflexaceae	23.1518696059195	0.717252062108638	1	1	1	1
Clostridiaceae	24.4985286292395	0.668944500565804	1	1	1	1
Comamonadaceae	34.6775267348103	0.337106487610484	7.05238900042911e-40	8.46286680051493e-38	3.37225968398264e-36	4.04671162077917e-34
Crocinitomicaceae	24.347177954016	0.682178929136992	1	1	1	1
Cytophagaceae	27.1660178098303	0.59178006647992	0.99999999999994	1	0.999999999983684	1
Deinococcaceae	24.2030910360166	0.683405822642636	1	1	1	1
Devosiaceae	28.7610434211635	0.546163238391732	0.999904513363304	1	0.994351750575199	1
Dongiaceae	23.3343694952614	0.710890766846386	1	1	1	1
Enterobacteriaceae	25.7537290486094	0.631888943792256	1	1	1	1
Entotheonellaceae	25.7177496446875	0.631621641220923	1	1	1	1
env.OPS_17	25.0810002516457	0.65508355524225	1	1	1	1
Erwiniaceae	23.8436095207637	0.694586153220869	1	1	1	1
Fibrobacteraceae	25.2159068324661	0.644356036906306	1	1	1	1
Flavobacteriaceae	24.3270632049007	0.68041827371446	1	1	1	1
Frankiaceae	26.0029421941039	0.626182834958792	1	1	1	1
Gaiellaceae	22.5023895143183	0.736562775629426	1	1	1	1
Geminicoccaceae	24.5344921745008	0.671249879840327	1	1	1	1
Gemmatimonadaceae	27.6500813143938	0.556764272861116	0.999997755853606	1	0.999999999518049	1
Geobacteraceae	23.4979521589588	0.705071665758794	1	1	1	1
Geodermatophilaceae	22.5559330194209	0.742182875433629	1	1	1	1
Glycomycetaceae	26.1135820819439	0.615651788228905	1	1	1	1
Gracilibacteraceae	25.6725126837224	0.63624336170507	1	1	1	1
Haliangiaceae	22.3735129792581	0.743576727643133	1	1	1	1
Herpetosiphonaceae	25.7539764045798	0.631426012840642	1	1	1	1
Hymenobacteraceae	26.0265945207556	0.623778798268352	1	1	1	1
Hyphomicrobiaceae	23.819405704132	0.694037213239994	1	1	1	1
Hyphomonadaceae	24.2946284924785	0.676950086093352	1	1	1	1
Iamiaceae	23.5129318312799	0.703566507746715	1	1	1	1
Ilumatobacteraceae	21.6360951834884	0.776741640681259	1	1	1	1
Intrasporangiaceae	24.6095966191704	0.662996385934319	1	1	1	1
KF-JG30-B3	25.3098526299741	0.646820785852695	1	1	1	1
Kineosporiaceae	25.6675821956943	0.633537450186437	1	1	1	1
Latescibacteraceae	23.1872076552674	0.715448402171475	1	1	1	1
Leptospiraceae	25.428637812611	0.638541151947599	1	1	1	1
Methyloligellaceae	22.7732628473062	0.733404895094281	1	1	1	1
Methylophilaceae	24.4390768291373	0.678173606695887	1	1	1	1
Microbacteriaceae	22.759021205548	0.730166908110314	1	1	1	1
Micrococcaceae	22.6301346360842	0.736390757570903	1	1	1	1
Micromonosporaceae	21.4424168887683	0.775432954275239	1	1	1	1
Micropepsaceae	24.7596941918008	0.663925620740656	1	1	1	1
Microscillaceae	23.058952612692	0.728521774619241	1	1	1	1
Microtrichaceae	25.1626892116683	0.65062710701041	1	1	1	1
Mitochondria	23.7939068611642	0.695639342216436	1	1	1	1
Moraxellaceae	25.5686911631464	0.635481928828372	1	1	1	1
Mycobacteriaceae	21.9087311992409	0.757913252304958	1	1	1	1
Myxococcaceae	23.8158744086601	0.694390524840588	1	1	1	1
Nakamurellaceae	23.0709594373119	0.724222166381937	1	1	1	1
Nannocystaceae	23.7427886396867	0.698782044687593	1	1	1	1
Nitrosomonadaceae	24.988276921829	0.651224110860579	1	1	1	1
Nitrososphaeraceae	24.8027980331876	0.661142132450532	1	1	1	1
Nitrospiraceae	23.5126642620001	0.707126606977525	1	1	1	1
Nocardiaceae	22.4320874090771	0.743347370231769	1	1	1	1
Nocardioidaceae	25.0708097563187	0.653239420467788	1	1	1	1
NS9_marine_group	25.8478179408	0.626946797512821	1	1	1	1
Oligoflexales_fa	25.9635878401686	0.62262610863109	1	1	1	1
