Family	Mean	P_value_F	P_value_W	P_adjust_W	P_value_T	P_adjust_T
67-14	26.0444026182182	0.556206057396692	0.999997217474468	1	0.999999986233565	1
A21b	23.5103766210103	0.641624828614361	1	1	1	1
A4b	26.3534872527855	0.547529264150593	0.99993874847706	1	0.999998991330202	1
Acidobacteriaceae_(Subgroup_1)	26.5999287614461	0.539148443152248	0.999221297905687	1	0.999972535650328	1
Acidobacteriae_fa	27.9034628524733	0.504378871460349	0.638284502523933	1	0.680545522625571	1
Acidothermaceae	24.7469096230677	0.603527044780348	1	1	1	1
AKYH767	27.3799934320789	0.523583338533226	0.971667107915738	1	0.964760112780897	1
Alcaligenaceae	26.1160912369422	0.56019029919337	0.999999425570136	1	0.999999940885783	1
Alicyclobacillaceae	26.7494436530795	0.535756989076853	0.998071888108144	1	0.999833158414387	1
All_BS	61.0934729096836	0.0251972726705466	0	0	0	0
All_PM	28.0860280100026	0.499541285177271	0.500013592969285	1	0.5	1
B1-7BS	24.2061403943003	0.617678902996993	1	1	1	1
Bacillaceae	27.3806990375393	0.513925030482612	0.869778962758641	1	0.971908241571894	1
Bacteriovoracaceae	26.303389502486	0.547425547380013	0.999936622708709	1	0.999999517769633	1
Bdellovibrionaceae	25.5696347995801	0.568654599543646	0.999999985576924	1	0.999999999998896	1
Beijerinckiaceae	24.3383705102401	0.615790077256346	1	1	1	1
BIrii41	26.9090099358304	0.532587303380829	0.995774912245915	1	0.999174155802401	1
Bryobacteraceae	23.5108583108834	0.642891353731527	1	1	1	1
Burkholderiaceae	25.563353660612	0.576310246373708	0.999999999651985	1	0.999999999998046	1
Catenulisporaceae	26.3263350209373	0.544642902315667	0.999845598900769	1	0.999999520179118	1
Caulobacteraceae	24.6788366620855	0.600478783596223	1	1	1	1
Cellulomonadaceae	26.1264072690506	0.552139179473861	0.999987434004465	1	0.999999977841927	1
Cellvibrionaceae	26.8551061608588	0.528348407399475	0.989017351922015	1	0.999600772226765	1
Chitinophagaceae	26.5493876945478	0.539409843143141	0.999275964391714	1	0.999987472287148	1
Chloroflexaceae	21.8297953576542	0.702781464548259	1	1	1	1
Clostridiaceae	25.1016707111116	0.590410667817951	0.999999999999863	1	1	1
Comamonadaceae	53.3627167085235	0.0700543543335902	7.98657788624305e-265	9.58389346349166e-263	0	0
Crocinitomicaceae	25.5895567522572	0.566574361551603	0.999999962795474	1	0.99999999999913	1
Cytophagaceae	26.4162841196165	0.544084686851243	0.999816462853828	1	0.999998041036543	1
Deinococcaceae	24.106180728289	0.622754278949206	1	1	1	1
Devosiaceae	26.4024217318003	0.542980061083275	0.999743064594034	1	0.999998382364785	1
Dongiaceae	22.5597516893403	0.677564797684839	1	1	1	1
Enterobacteriaceae	25.7659856340972	0.564320419049482	0.999999899296373	1	0.999999999949188	1
Entotheonellaceae	27.0507814624423	0.516974978118291	0.914941414319701	1	0.998523606399294	1
env.OPS_17	26.5643114758469	0.53823691608723	0.998999568270365	1	0.999985634039757	1
Erwiniaceae	26.5590603037986	0.536287378090633	0.998319061364294	1	0.999992258694992	1
Fibrobacteraceae	29.420580146771	0.44101467044207	9.35501066142825e-07	0.000103840618341854	0.000147154527913147	0.0164813071262725
Flavobacteriaceae	30.6957397318676	0.400008600902926	3.21787944664201e-16	3.70056136363831e-14	8.17032235665863e-13	9.39587071015742e-11
Frankiaceae	27.5158596880064	0.514346643371149	0.876857360159992	1	0.928632031162563	1
Gaiellaceae	29.3137499658595	0.432659989442813	2.63337635597816e-08	2.94938151869554e-06	0.000198046923647089	0.0219832085248269
Geminicoccaceae	26.1047688225878	0.554653678741098	0.999994991810252	1	0.999999981051273	1
Gemmatimonadaceae	36.1120512680981	0.247483392668321	7.23833082428325e-93	8.39646375616857e-91	2.1357135774537e-96	2.47742774984629e-94
Geobacteraceae	24.8523266900059	0.595970898591982	0.999999999999996	1	1	1
Geodermatophilaceae	26.8803184822665	0.525894620388187	0.981810484902489	1	0.999590025635624	1
Glycomycetaceae	23.9668470388918	0.625494762724699	1	1	1	1
Gracilibacteraceae	26.6923287017758	0.530573680225175	0.993259481214897	1	0.999958296373733	1
Haliangiaceae	26.5220948847193	0.538952814771966	0.999177926894858	1	0.999991339268203	1
Herpetosiphonaceae	26.2881129414021	0.549089231838182	0.999963628421335	1	0.999999545909554	1
Hymenobacteraceae	26.418563397308	0.546053619040713	0.999901099475455	1	0.99999762195434	1
Hyphomicrobiaceae	25.0308757491269	0.588753729165999	0.999999999999632	1	1	1
Hyphomonadaceae	24.7066745364165	0.602182099665914	1	1	1	1
Iamiaceae	25.4530859351721	0.583837722885653	0.999999999993793	1	0.999999999999514	1
Ilumatobacteraceae	23.4089067458669	0.651176890217063	1	1	1	1
Intrasporangiaceae	24.5562961660607	0.609879907784829	1	1	1	1
KF-JG30-B3	27.4368023730205	0.513182148573009	0.856632416459563	1	0.958011787965921	1
Kineosporiaceae	26.9532695530057	0.525921603613054	0.981907661463018	1	0.999136375129531	1
Latescibacteraceae	24.88559671121	0.598143048193726	0.999999999999999	1	1	1
Leptospiraceae	26.8501506016285	0.530526459581659	0.993187216548721	1	0.999645692982091	1
Methyloligellaceae	24.30596687526	0.613647440556799	1	1	1	1
Methylophilaceae	27.8223583482168	0.492123428016345	0.262211399389278	1	0.765946379280993	1
Microbacteriaceae	26.9542405152739	0.52612735070266	0.982634181961197	1	0.998838186473215	1
Micrococcaceae	26.0389392400818	0.550033644708505	0.999973665135449	1	0.999999998360445	1
Micromonosporaceae	25.1755510224335	0.580955577179612	0.99999999996973	1	1	1
Micropepsaceae	25.9169058929568	0.575243565765708	0.999999999402021	1	0.999999994637732	1
Microscillaceae	25.6729919994667	0.562284028797847	0.99999975915211	1	0.999999999998846	1
Microtrichaceae	28.1447284393554	0.497263732353393	0.412495375282642	1	0.440074017141069	1
Mitochondria	24.9729755514544	0.58879083110019	0.99999999999964	1	1	1
Moraxellaceae	27.4977525816954	0.500301031602416	0.50970441974794	1	0.948943889970327	1
Mycobacteriaceae	22.9058321193595	0.666844025155111	1	1	1	1
Myxococcaceae	24.6537201619531	0.608790460080848	1	1	1	1
Nakamurellaceae	26.2300635879147	0.547215584161522	0.999932104674258	1	0.999999934478537	1
Nannocystaceae	26.2093449009487	0.555910085148939	0.999996883912327	1	0.999999813990961	1
Nitrosomonadaceae	29.1688654488038	0.444613558058624	3.80205594468365e-06	0.000418226153915201	0.0013073552262939	0.143809074892329
