Family	Mean	P_value_F	P_value_W	P_adjust_W	P_value_T	P_adjust_T	Decrease	Decrease_ratio	Comparison	Color	Sig
Cluster_45	37.6051930544546	0.587359876956495	0.999999999999167	1	0.999999999970406	1	49.5600578473174	0.568575864058115	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_105	33.921306052743	0.674623626174403	1	1	1	1	53.243944849029	0.610839116484968	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_40	34.6437355847554	0.650031789611796	1	1	1	1	52.5215153170166	0.602551071369071	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_129	34.4333365411555	0.657793682889768	1	1	1	1	52.7319143606165	0.604964866332353	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_96	38.138294780551	0.569295451134223	0.999999989287952	1	0.999999998800949	1	49.026956121221	0.562459874938814	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_83	34.1677658871432	0.657889810628355	1	1	1	1	52.9974850146288	0.60801161548141	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_115	35.9180342692763	0.621295498354867	1	1	1	1	51.2472166324957	0.587931728553699	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_75	39.1760924445129	0.591513607134365	0.99999999999993	1	0.999406722590634	1	47.9891584572591	0.55055378101692	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_48	39.3067204937154	0.542299577881176	0.999685078739588	1	0.999888182313288	1	47.8585304080566	0.549055155729308	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_64	36.244644919465	0.605937827277005	1	1	1	1	50.920605982307	0.58418470038812	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_125	35.2598401246759	0.633621772764145	1	1	1	1	51.9054107770961	0.595482835649601	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_98	36.0476341432976	0.624961844033587	1	1	1	1	51.1176167584744	0.586444898966444	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_124	36.1207092753384	0.619804675180998	1	1	1	1	51.0445416264336	0.585606547315014	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_32	36.3943700357162	0.614619679877766	1	1	1	1	50.7708808660558	0.582466984730766	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_127	34.6796772706744	0.648994621905994	1	1	1	1	52.4855736310976	0.60213873175498	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_104	37.8572843150038	0.583656429343582	0.999999999993132	1	0.99999999938784	1	49.3079665867682	0.56568375673391	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_52	36.1878690479987	0.613667677975449	1	1	1	1	50.9773818537733	0.584836059397346	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_130	38.6776292255121	0.572537654247075	0.999999997714852	1	0.999995570835606	1	48.4876216762599	0.556272381191232	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_66	35.1627030761244	0.634183361131677	1	1	1	1	52.0025478256476	0.596597236715927	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_54	34.9999372194278	0.642086073114421	1	1	1	1	52.1653136823442	0.5984645617682	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_110	37.481231040502	0.584272827386624	0.999999999995136	1	0.999999999999131	1	49.68401986127	0.569998013511827	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_8	39.9067012467142	0.529223675756078	0.990904370402041	1	0.995788076697407	1	47.2585496550578	0.542171899537285	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_133	37.9469184934809	0.583892532561163	0.999999999993981	1	0.999999996075249	1	49.2183324082911	0.564655432056934	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_39	37.9699838035944	0.596226396002435	0.999999999999996	1	0.999999964062849	1	49.1952670981776	0.56439081617073	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_109	38.8665647049738	0.561605232047302	0.999999679782445	1	0.999993127162875	1	48.2986861967982	0.554104826144845	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_87	39.4131230609638	0.558898477302892	0.999999031371008	1	0.999335799130219	1	47.7521278408082	0.547834456354871	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_91	38.9361966163952	0.555683257414906	0.999996602719903	1	0.999989759635967	1	48.2290542853768	0.553305976709996	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_79	37.9108859197392	0.585954219586111	0.999999999998126	1	0.999999997209084	1	49.2543649820328	0.565068814378087	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_100	36.8817772640741	0.600063916513902	1	1	0.999999999999999	1	50.2834736376979	0.576875223985338	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_81	38.2894953018685	0.572014854265289	0.999999997055106	1	0.999999947687408	1	48.8757555999035	0.560725232753387	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_97	40.5721880076409	0.555249839365489	0.999995996525946	1	0.894673518494896	1	46.5930628941311	0.5345371281801	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_128	37.3469991493682	0.595414369579112	0.999999999999994	1	0.999999999998806	1	49.8182517524038	0.571537983737864	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_27	38.9567003912578	0.563133157155361	0.999999832034853	1	0.999957906722582	1	48.2085505105142	0.553070747938777	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_103	40.0662673006539	0.537598594173984	0.998811276796775	1	0.986582221466762	1	47.0989836011181	0.540341284099494	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_46	39.2390666441903	0.550067373739588	0.999973969757372	1	0.999899657152415	1	47.9261842575817	0.549831311924869	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_90	43.6594057684486	0.462944443226452	0.00137387644871128	0.166239050294065	0.00021057679109674	0.0256903685138023	43.5058451333234	0.499119140749688	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	sig
Cluster_63	37.2759605364662	0.589952796220999	0.99999999999982	1	0.999999999999957	1	49.8892903653058	0.572352971501532	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_33	39.005806079255	0.559040982459217	0.99999908515132	1	0.9999686080627	1	48.159444822517	0.552507384815409	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_107	38.0014818468172	0.574816050296731	0.999999999258652	1	0.999999998881768	1	49.1637690549548	0.56402945607715	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_7	39.2421143422118	0.543545865579692	0.999783530124463	1	0.999946946474298	1	47.9231365595602	0.549796347326133	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_42	37.6746110446112	0.575494003821499	0.999999999473044	1	0.999999999994836	1	49.4906398571608	0.567779468826776	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_71	37.4481705023385	0.587410470503119	0.999999999999191	1	0.999999999998456	1	49.7170803994335	0.570377299268725	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_80	40.2203685040114	0.536433256150067	0.998381788798439	1	0.975027855286089	1	46.9448823977606	0.538573363950545	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_92	39.5131726038757	0.545809926791138	0.999893094977232	1	0.9994745260927	1	47.6520782978963	0.546686641808629	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_72	42.946071310119	0.485303417931365	0.11747589727125	1	0.0104238976219217	1	44.219179591653	0.507302842981366	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_28	39.2493480384156	0.544663139734316	0.999846569042711	1	0.999923819039533	1	47.9159028633564	0.549713359023697	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_122	40.8006686450149	0.516471572329377	0.908429320660525	1	0.85517497568749	1	46.3645822567571	0.531915892825297	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_82	37.8483596719775	0.579399825620909	0.999999999930357	1	0.999999999512742	1	49.3168912297945	0.565786144358955	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_69	38.7187188748329	0.568949728565622	0.999999987419283	1	0.999995108545576	1	48.4465320269391	0.555800981764331	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_59	42.0367377300632	0.487777442361302	0.161634592441244	1	0.157863921756692	1	45.1285131717088	0.517735137624566	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_89	39.3423522154426	0.539218430891745	0.999236295416567	1	0.999903793986108	1	47.8228986863294	0.548646372167526	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_116	39.9752719739572	0.537861680616432	0.998892500275121	1	0.991091399287461	1	47.1899789278148	0.541385224497248	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_77	42.3705980642592	0.4984147355391	0.449029916990526	1	0.0752919889852419	1	44.7946528375128	0.513904937737088	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_94	38.9770947179227	0.552921692994986	0.999990522163331	1	0.99998916903661	1	48.1881561838493	0.552836774807811	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_114	37.5252445498503	0.585259401545801	0.999999999997215	1	0.999999999994929	1	49.6400063519217	0.569493070212829	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_86	39.1365482516448	0.547016582878132	0.999927543879407	1	0.999979295150884	1	48.0287026501272	0.551007450253904	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_38	40.6434212635914	0.523294955317466	0.970120961960396	1	0.906956811586908	1	46.5218296381806	0.533719907381519	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_134	43.0489666232458	0.505679125608598	0.676867375023799	1	0.0107979526041164	1	44.1162842785262	0.506122380445409	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_13	40.9182478062734	0.523450952086225	0.970965798189577	1	0.800624458564221	1	46.2470030954986	0.530566970404469	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_111	40.750129367655	0.519160619332469	0.939244124048403	1	0.877209931818046	1	46.415121534117	0.532495702747681	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_43	37.0969079515537	0.598944112681947	0.999999999999999	1	0.999999999999989	1	50.0683429502183	0.574407145419006	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_78	41.2821847086013	0.513043016319792	0.854073919759459	1	0.59862471210678	1	45.8830661931707	0.526391718241907	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_118	39.1642750274747	0.54354080622503	0.999783196257544	1	0.999969750012406	1	48.0009758742973	0.550689355880939	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_37	39.2722358522765	0.548980455712939	0.99996226373546	1	0.999912917239715	1	47.8930150494955	0.549450779456448	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_65	39.4126115135087	0.565091127409728	0.999999928096989	1	0.99941456373305	1	47.7526393882633	0.547840325063442	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_50	41.1527326645688	0.509499781604524	0.778673760199255	1	0.681664972170973	1	46.0125182372032	0.527876851855282	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_55	38.6611182818175	0.562058887515368	0.999999735203537	1	0.999999025485965	1	48.5041326199545	0.556461802359918	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_84	39.8880147013334	0.539492479269294	0.999292495921033	1	0.995014485895832	1	47.2772362004386	0.542386280212927	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_3	43.4980679655338	0.471718207436914	0.011139303657058	1	0.000728509577659834	0.0881496588968399	43.6671829362382	0.500970082509686	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	sig
Cluster_99	41.7386200239227	0.501179672862128	0.537975582313167	1	0.309860362723225	1	45.4266308778493	0.521155281581663	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_57	40.3529433348606	0.522455945669277	0.965220372409568	1	0.968606262597567	1	46.8123075669114	0.537052404285109	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_76	38.620236765189	0.559917094041598	0.999999357890652	1	0.999999488915366	1	48.545014136583	0.556930813992484	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_106	41.8209094464952	0.522493047603468	0.965450233019517	1	0.281617102812975	1	45.3443414552768	0.520211219335284	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_68	40.111536090494	0.545005489399809	0.999862139790467	1	0.980947243465649	1	47.053714811278	0.539821939643168	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_74	43.4133507560099	0.476700828553649	0.0298559394012492	1	0.00139923007538606	0.167907609046327	43.7519001457621	0.50194199744881	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	sig
Cluster_126	41.994214515593	0.496270412387999	0.381552678313473	1	0.17892638725919	1	45.171036386179	0.518222983572697	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
All_PM	41.4361625506942	0.499541285177271	0.500013592969285	1	0.5	1	45.7290883510778	0.524625213350337	arabidopsis_thaliana_rhizosphere_vs_arabidopsis_thaliana_root	Others	non-sig
Cluster_56	36.3723422216126	0.307462885417422	6.82355824484943e-55	9.07533246564974e-53	5.59451274307298e-55	7.49664707571779e-53	4.2917779231209	0.10554213168379	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_20	37.7869987556622	0.263606712751766	1.16825719216886e-81	1.57714720942796e-79	5.70300979255401e-83	7.69906321994791e-81	2.87712138907131	0.070753317146195	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_67	35.2392379060128	0.324250667413203	4.3807638733873e-46	5.78260831287124e-44	1.6298586697536e-43	2.15141344407475e-41	5.42488223872071	0.133407097446403	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_24	35.7373483540781	0.303696195871229	5.60427526920486e-57	7.50972886073451e-55	3.26000953376155e-54	4.33581267990286e-52	4.9267717906554	0.121157712822012	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_85	33.8079578425562	0.364663949231062	3.82889893544739e-28	4.97756861608161e-26	1.31849332337413e-25	1.71404132038637e-23	6.8561623021773	0.168604712896149	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_101	34.5939117483965	0.344914758306196	2.45807328909963e-36	3.22007600872052e-34	1.94404892351252e-34	2.5467040898014e-32	6.070208396337	0.149276767202429	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_36	31.4600309416858	0.428846922478881	4.45655058070527e-09	5.57068822588159e-07	4.1077980762655e-06	0.000509366961456922	9.2040892030477	0.226344235908415	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_19	32.2391271218556	0.407834579339957	4.72685379205087e-14	6.0031043159046e-12	3.83767751770712e-11	4.87385044748804e-09	8.4249930228779	0.207184933373483	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_26	33.3555579351848	0.382138117009382	8.25445798558934e-22	1.06482508014102e-19	1.86392039049044e-19	2.40445730373267e-17	7.3085622095487	0.179729997440883	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_35	30.2462929159314	0.465315594111586	0.00253141173630794	0.303769408356953	0.125941246640864	1	10.4178272288021	0.256192121991636	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_73	31.2456644852385	0.444443226451655	3.56445642093536e-06	0.000438428139775049	9.4516307364565e-05	0.0113419568837478	9.418455659495	0.231615872321162	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_30	32.8355125935081	0.398244572577286	9.89627806032977e-17	1.26672359172221e-14	4.09296249047096e-15	5.23899198780283e-13	7.8286075512254	0.19251879847299	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_61	29.3950984015419	0.501394695435282	0.544870502590561	1	0.881739852557523	1	11.2690217431916	0.277124445409919	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_21	29.5461302574252	0.495945770463825	0.37159146079153	1	0.778898871972538	1	11.1179898873083	0.273410314737825	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_95	27.8764569527339	0.545161486168568	0.999868732254409	1	0.999999992014641	1	12.7876631919996	0.314470426176324	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_25	26.8975345510419	0.584754309305334	0.999999999996292	1	0.999999999999999	1	13.7665855936916	0.338543795972788	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_121	31.8985325756408	0.419570595705282	4.01929841744512e-11	5.06431600598085e-09	1.80673833366066e-08	2.27649030041243e-06	8.7655875690927	0.215560733587591	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	sig
Cluster_62	28.8293085258486	0.523686212078029	0.972202290499766	1	0.996116133356379	1	11.8348116188849	0.291038182475409	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_14	27.3457189417135	0.566911651862433	0.999999968034683	1	0.999999999999284	1	13.31840120302	0.327522178166319	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_1	24.731875046295	0.664034396865898	1	1	1	1	15.9322450984385	0.391801053157717	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_10	28.1430534110849	0.540481583105803	0.999465118703132	1	0.999998652790075	1	12.5210667336486	0.307914365024574	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_58	25.0116016313431	0.656297800361238	1	1	1	1	15.6525185133904	0.384922099818692	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_11	25.0887077377804	0.651366616016905	1	1	1	1	15.5754124069531	0.383025929284008	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_60	26.4401642858608	0.600723319071575	1	1	1	1	14.2239558588727	0.349791310084816	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_9	25.1794351955773	0.645937085238321	1	1	1	1	15.4846849491562	0.380794786510625	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_51	27.2445247875356	0.572834469720606	0.999999998022856	1	0.999999999999037	1	13.4195953571979	0.330010714837412	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_23	24.4236653260469	0.676481252561298	1	1	1	1	16.2404548186866	0.399380455322355	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_117	27.0293881633025	0.582471697126792	0.99999999998676	1	0.999999999999999	1	13.634731981431	0.335301290988264	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_108	26.6435112480057	0.595165617974875	0.999999999999993	1	1	1	14.0206088967278	0.344790661812552	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_131	24.915763500124	0.656538962933481	1	1	1	1	15.7483566446095	0.387278922759358	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_17	26.4476669349414	0.609622723922821	1	1	1	1	14.2164532097921	0.349606807160521	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_119	25.5490732512745	0.638708953877236	1	1	1	1	15.115046893459	0.371704756912503	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_2	23.6207927758404	0.701066343317689	1	1	1	1	17.0433273688931	0.419124459307905	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_22	23.9724996811351	0.686202802545193	1	1	1	1	16.6916204635984	0.410475387250206	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_4	23.8514307137552	0.68888426051629	1	1	1	1	16.8126894309783	0.413452679441676	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_41	23.6957671126943	0.705666983157408	1	1	1	1	16.9683530320392	0.417280712619496	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_70	24.0233433535366	0.690896197220391	1	1	1	1	16.6407767911969	0.409225054715762	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_6	23.2202826635031	0.71556223765138	1	1	1	1	17.4438374812304	0.428973685380221	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_34	21.9625363609372	0.758286801324202	1	1	1	1	18.7015837837963	0.459903809973825	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_5	21.9233106188002	0.764062897897164	1	1	1	1	18.7408095259333	0.460868437807832	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_15	24.4663497840394	0.672371370123836	1	1	1	1	16.1977703606941	0.398330771772321	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_44	22.732427753972	0.729816126187051	1	1	1	1	17.9316923907615	0.440970868838137	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_132	23.0936497180003	0.719489983320994	1	1	1	1	17.5704704267332	0.432087805273927	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_31	23.9080029483968	0.694723599022533	1	1	1	1	16.7561171963367	0.412061471801126	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_29	24.7161055016874	0.671195070164817	1	1	1	1	15.9480146430461	0.392188853128587	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_49	24.9645225144379	0.654794328800714	1	1	1	1	15.6995976302956	0.386079855519237	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_123	24.9313381865516	0.657060919689491	1	1	1	1	15.7327819581819	0.386895914683143	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_120	26.4607607609224	0.609637901986809	1	1	1	1	14.2033593838111	0.349284807669707	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_93	25.9777441783758	0.622053558328457	1	1	1	1	14.6863759663577	0.361163008423281	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_53	25.5841592176339	0.636508977824848	1	1	1	1	15.0799609270996	0.370841933218433	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_16	25.5221002147055	0.63670460620513	1	1	1	1	15.142019930028	0.372368069839797	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_47	23.9212467236139	0.692961257148446	1	1	1	1	16.7428734211196	0.411735784803105	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_88	24.3189508727717	0.682534770414918	1	1	1	1	16.3451692719618	0.401955562146319	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_18	25.5081792306145	0.633358686321697	1	1	1	1	15.155940914119	0.37271041055789	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_113	26.5382384392313	0.599909606196698	1	1	1	1	14.1258817055022	0.347379499549597	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_112	24.3575200869437	0.681399788518975	1	1	1	1	16.3066000577898	0.401007079453598	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_12	25.4436042170706	0.641072515730377	1	1	1	1	15.2205159276629	0.374298420167198	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_102	24.1554152035045	0.685567853535055	1	1	1	1	16.508704941229	0.405977182894171	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_45	24.1405321480537	0.687024104452063	1	1	1	1	16.5235879966798	0.406343182586229	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_105	25.8556820310438	0.624406158246495	1	1	1	1	14.8084381136897	0.364164724602005	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_40	25.3946407781573	0.640206522857321	1	1	1	1	15.2694793665762	0.375502514556528	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_129	25.6133896402592	0.634985268845675	1	1	1	1	15.0507305044743	0.370123107321764	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_96	24.3358508023738	0.673239049448446	1	1	1	1	16.3282693423597	0.401539964082425	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_83	25.4208702910807	0.640885319607866	1	1	1	1	15.2432498536528	0.374857486142535	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_115	24.9622520544882	0.653978086248505	1	1	1	1	15.7018680902453	0.386135689997928	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_75	24.9499630567156	0.659080445425585	1	1	1	1	15.7141570880179	0.386437897391789	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_48	27.5240974952972	0.573918858069924	0.999999998840544	1	0.999999998847165	1	13.1400226494363	0.323135545603047	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_64	26.9360028817833	0.588467032401794	0.999999999999564	1	0.999999999999991	1	13.7281172629502	0.337597794175516	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
Cluster_125	26.9039160999106	0.591897274862934	0.999999999999944	1	0.999999999999982	1	13.7602040448229	0.338386862812892	arabidopsis_thaliana_rhizosphere_vs_CAS	Others	non-sig
