Cluster	Decrease	P_value	Comparison
Cluster_21	3.60302293129308	8.01277173237438e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_22	3.921585546458	2.26702520804924e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_23	3.84208166441131	3.40890266820876e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_24	2.29370018591503	8.7381062053793e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_25	2.68460322054812	1.99722920772494e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_26	1.89214632050356	3.08688919105493e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_27	0.386439462535655	0.184936194554666	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_28	1.49844801601911	0.000192203969495411	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_29	-5.63983388520465	1	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_3	0.57634873474943	0.0911770035873321	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_30	3.14650593881013	4.58840419745866e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_31	2.53661252105874	2.12913368870096e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_32	-0.969300707633522	0.98562154867256	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_33	-0.891105283499876	0.985963925268759	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_34	4.12380264563474	7.76819417321724e-25	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_35	2.44877828602632	4.91083510813425e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_36	5.2396611570168	1.78669075963446e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_37	3.24245299890597	3.02418839103927e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_38	3.15427871179196	9.74026018371877e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_39	-2.26846010500548	0.99999999631023	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_4	0.13932487480065	0.369560572521544	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_40	3.3680621280882	1.5480339166497e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_41	2.44658641583143	1.57513825049058e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_42	-0.488956097985508	0.864867824617082	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_43	-3.5545433975102	1	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_44	1.30228554761455	0.00109815579888318	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_45	1.51142125021313	5.23780048713976e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_46	0.615371453412813	0.0685748812601381	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_47	3.76100625833084	5.28956476657872e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_48	2.13294229138576	1.77291225000377e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_49	1.59865944215313	3.66973327866524e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_5	0.0612527751158112	0.44256924916366	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_50	2.63949731607415	4.82513452895436e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_51	0.515414506106097	0.0928330315972947	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_52	0.334576966353026	0.223255000509587	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_53	0.621913663990028	0.0800426202086445	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_54	2.24347552530557	9.75207449710108e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_55	1.1945184848576	0.0017804305358644	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_56	0.98215920066	0.00933235573526366	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_57	1.95453407833535	4.84338011005962e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_58	1.85166026331396	2.35214628767443e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_59	-1.81825147297526	0.999995347072573	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_6	3.09321757886836	2.32756274673589e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_60	1.78613765607956	3.34806141528302e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_61	3.85995507582708	2.66787991299169e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_62	0.653215430834663	0.0722443391659075	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_63	-0.847437503224448	0.985076331753906	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_64	0.427048930951784	0.147528977758808	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_65	-1.54963137088566	0.999635106261155	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_66	2.17279001596629	2.88733037573257e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_67	5.45176045304394	1.24309883335806e-45	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_68	-2.19294551905716	0.99999970775909	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_69	-1.34659835809137	0.999127504257833	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_7	-0.764511416667858	0.962205394203345	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_70	1.58681535227322	2.73165496662741e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_71	-0.00128280219654187	0.501312115400167	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_72	1.13584549021773	0.00438590438766924	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_73	1.30851131473632	0.000588586287249089	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_74	0.924400952442419	0.0203938689701269	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_75	0.280369171943875	0.2391494432362	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_76	-0.350728765841794	0.800089873275084	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_77	1.04077069665452	0.0053753449709329	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_78	1.36141211863463	0.000577331452811251	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_79	-0.521560889871829	0.908338171474274	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_8	0.910675858239401	0.0115171539680924	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_80	2.44439260295495	2.19973130215993e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_81	0.67005085209717	0.0501204137506847	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_82	3.97560547810857	1.33187531023305e-21	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_83	-0.24100541005231	0.733993031392695	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_84	1.55929802782627	0.0001145239123909	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_85	1.63823092551223	2.15053712282085e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_86	-1.87183767807397	0.999997160319251	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_87	2.31496941956519	4.91005014013468e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_88	2.07017462434273	1.23152256785085e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_89	-0.255363028037323	0.733004362722874	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_9	3.33065371395816	6.24512016805704e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_90	-1.27768954986921	0.999202894589305	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_91	-0.941435283542376	0.979691580836028	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_92	-2.77151981293455	0.999999999878893	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_93	0.373008330328197	0.176027240951737	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_94	-4.54757145667186	1	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_95	2.11612067405688	6.56122584261372e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_96	0.8541050418278	0.0172015589666638	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_97	-0.278463892962485	0.746875945214662	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_98	-0.210107152004639	0.713588006269517	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_99	0.895392743520368	0.0164133466855913	arabidopsis_thaliana_root_vs_lotus_japonicus_root
Cluster_1	7.72135181527941	6.54681184829464e-32	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_10	5.36974204142685	1.99400546839295e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_100	4.87824985809276	4.98866848571405e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_101	17.0607412103922	4.89220620083686e-176	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_102	3.90608629429097	1.93242880469132e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_103	2.15927604438082	0.000396141411076225	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_104	1.61168035558517	0.00292181888660246	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_105	3.55374024701421	6.40478221713417e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_106	3.55490679551579	3.12372858809761e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_107	5.14813305975333	5.1029573518298e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_108	1.86350662380899	0.00165696997675444	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_109	3.25944525748744	1.08719591985337e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_11	4.06217995614997	2.47121576308013e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_110	3.84596549905618	1.60594688700003e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_111	3.78790748278634	2.1993319020865e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_112	-0.262986612535656	0.67562138170873	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_113	3.48168451577932	7.04550037319981e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_114	6.55831145641849	3.01007984478882e-24	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_115	9.57703262426642	1.00669123768279e-52	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_116	-0.425267441704015	0.74754692359498	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_117	4.22855820694329	1.26989291240568e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_118	3.87089815922671	1.34629815979916e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_119	6.22882648013383	3.33442878332327e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_12	1.10995361804759	0.056225172990114	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_120	4.69081273804726	3.05706349156145e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_121	2.42394008115471	2.72406197618686e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_122	1.90357125324471	0.00124877995212561	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_123	7.6741961831099	4.76078550618241e-32	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_124	6.97503898464647	7.36032164412378e-31	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_125	11.0976385575126	5.46307339822576e-62	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_126	5.94510297447903	8.11823581712e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_127	2.70355831760946	3.41818996612106e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_128	5.59765441963039	1.4085197424751e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_129	4.48794095233693	2.64085800328518e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_13	-0.709422253130747	0.886938837838534	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_130	4.40220197408024	2.07606256577636e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_131	6.49464673940304	5.71262787202572e-24	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_132	3.53377934355407	1.25842021866771e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_133	3.98727917224114	4.29423208111281e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_134	5.08416496881981	8.56490872729827e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_14	2.81645664134706	1.35183581237163e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_15	1.09614095167247	0.0318752430988406	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_16	-2.97424320118871	0.999998259587074	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_17	6.80155846604176	1.20665983476872e-22	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_18	6.58031514025352	3.83371841803801e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_19	11.4405103525045	3.42253600877761e-85	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_2	3.89622900170666	1.61559908181285e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_20	7.4401125602139	1.16314002056361e-41	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_21	5.99387873631838	3.70569474018554e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_22	1.58692348135631	0.00378798225079938	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_23	5.45894645436888	6.24874004637109e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_24	10.6295941334494	1.38094185072065e-60	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_25	3.46864842597042	3.55248060597877e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_26	2.28814296895209	7.29484937872864e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_27	5.72660670280683	4.30123690829719e-20	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_28	-0.535730437188668	0.80658776771904	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_29	-3.75779390472261	0.999999999814028	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_3	2.34825553953668	0.000133766157916212	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_30	4.93395853180381	2.99119398440824e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_31	9.85012998989443	6.09053105900291e-57	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_32	6.96729508987989	6.98905055803958e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_33	3.84803064936812	1.83823369209363e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_34	6.44637191511735	2.48004584927396e-25	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_35	7.10703035947893	9.45927349324444e-35	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_36	2.42528046227889	4.58275392067356e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_37	-0.24594155263798	0.650849776989997	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_38	0.630133356493864	0.160589545689611	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_39	7.7195395690331	2.40972565611792e-35	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_4	0.143237962925184	0.410470947729579	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_40	1.10200945493909	0.0337312450008856	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_41	2.39796306119162	8.11373993773607e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_42	5.0821657079015	6.32371761568255e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_43	4.08451891565549	2.48018259910344e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_44	1.46782250382593	0.00926172041865359	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_45	5.29332322908763	9.61457634719966e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_46	-0.412668246634645	0.773554782662543	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_47	6.63499432179562	1.30215519458129e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_48	1.89375822625328	0.00199748657338939	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_49	4.27276304452094	1.49632862740257e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_5	5.32250815041199	8.91630927121207e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_50	4.49805213743608	1.39592237112877e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_51	2.40218731937381	3.08499380277431e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_52	5.16486602756729	9.60662786122408e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_53	0.630015415360752	0.141241442588777	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_54	7.60414067975527	9.88852870978114e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_55	3.38463155218074	3.80647492109264e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_56	5.55941901317559	6.75127948436876e-21	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_57	4.63622720809452	5.69958968123935e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_58	6.78281104901502	1.23779925140155e-27	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_59	3.42333490555622	1.39620977722488e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_6	4.79287470261852	7.00779155936157e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_60	7.53008719348804	1.73661425501645e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_61	0.621211918493515	0.176795352789603	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_62	7.12876100648745	1.07101011410894e-33	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_63	3.5258408814996	9.48759054909312e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_64	5.63618424505258	4.04569989152041e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_65	2.38628322760541	3.68150849186959e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_66	8.1704556695483	8.15866805723548e-37	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_67	6.50014203971524	2.86965869766576e-24	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_68	-0.00459903432639663	0.503107312076057	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_69	6.56668500757277	3.03342551401817e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_7	4.52906655624712	1.64432142060295e-13	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_70	7.46823498868239	9.7081221528772e-37	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_71	8.60226100293375	2.33681432765644e-37	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_72	-2.00124589946723	0.999474793691008	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_73	12.457984392356	9.23960935003981e-86	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_74	6.27342623788957	1.29043686096314e-19	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_75	1.91161441999745	0.000335072012903131	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_76	4.34924795879495	1.72769938823215e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_77	3.97117709354612	2.59616978675791e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_78	5.30368776460232	3.13888067693383e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_79	6.45754023756	6.90122173295805e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_8	9.34069932625282	6.10464405642953e-48	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_80	4.59946015900305	1.43495669799747e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_81	4.51897355358883	5.67003009676416e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_82	3.67611637947174	1.85766385290451e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_83	6.42534340848226	1.15705047843165e-25	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_84	3.60168770347654	1.50539691375331e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_85	1.39230375802321	0.0124675210614321	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_86	4.18782225173823	6.94217333413188e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_87	5.98053827809581	3.01313231983289e-21	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_88	2.32995721168641	0.000150974974082653	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_89	4.60545920995439	1.6564364493012e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_9	3.65625391013164	1.72500320036234e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_90	3.18683042099739	2.78873520199661e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_91	7.03311887735924	6.75348596023722e-30	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_92	6.42678676553778	1.00989428576679e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_93	6.36626715935188	1.02965887086418e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_94	9.53373061202332	2.52058896522897e-57	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_95	10.521771135236	4.17045631054203e-56	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_96	3.2190345753955	8.83966789281316e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_97	5.42890234991722	2.19084310641662e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_98	4.23872505929084	2.38083075980633e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_99	0.646112810226093	0.148530854706667	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cluster_1	6.72668075331653	7.0302055838449e-47	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_10	7.37208560639551	1.47345363241453e-44	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_100	1.59133642731967	0.000209978541574302	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_101	6.60894928374947	2.58588917118779e-46	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_102	4.19293346090201	7.06160757801765e-20	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_103	3.30813344168678	6.28647554165345e-12	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_104	3.55137229270464	1.2060380638413e-16	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_105	3.88952930871203	5.08193849493747e-18	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_106	0.0572532420966922	0.452839949937785	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_107	6.02067679150332	2.13904906060463e-39	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_108	2.13842138738967	1.75308034291915e-06	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_109	3.74888278348759	1.14137375844804e-16	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_11	5.54697084435722	2.83679028610586e-34	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_110	0.476561458748535	0.161162311852821	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_111	1.81057196955973	4.82496335493902e-05	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_112	4.01021975336005	3.81829322620174e-17	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_113	3.58816784740979	1.87956056614237e-16	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_114	2.86966792250013	5.82214134850991e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_115	-1.92876093681812	0.999965153584912	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_116	5.01963133596791	4.70642671622455e-27	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_117	1.99266450310868	3.54187948588279e-06	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_118	0.304734849124543	0.257290115845085	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_119	0.788209025358839	0.0555234611608493	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_12	4.46015720868311	4.3940428810599e-23	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cluster_120	3.56106297830478	3.50478339702618e-14	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
